gamma sackin colless beta blum crown_age tree_height pigot_rho number_of_lineages nltt_base phylogenetic_div avg_ladder max_ladder cherries il_number pitchforks stairs laplace_spectrum_a laplace_spectrum_p laplace_spectrum_e laplace_spectrum_g imbalance_steps j_one b1 b2 area_per_pair average_leaf_depth i_stat ew_colless max_del_width max_depth max_width rogers stairs2 tot_coph var_depth symmetry_nodes mpd psv vpd mntd j_stat rquartet wiener max_betweenness max_closeness diameter eigenvector mean_branch_length var_branch_length mean_branch_length_int mean_branch_length_ext var_branch_length_int var_branch_length_ext
phylogenetic_div -0.0545942804640198 -0.0662290872744379 -0.087880732047633 -0.0355691507308294 0.00792474609130617 0.605429349441251 0.605429349441251 -0.0702660171589786 0.972368418919152 0.051282180167886 1 0.105258664264215 0.042375088956444 0.0244022401128577 -0.0244022401128572 -0.293725546226174 0.0418852689508616 -0.15319222627622 0.349086763940624 0.42500456537397 -0.115092600740143 -0.139938825562992 -0.0828713189623378 -0.0335223053695757 -0.0577887013774881 0.0223230023473843 0.0920204192425373 0.085339775397918 0.02446731629409 0.233394678582362 0.108175226476223 0.346835419508402 0.0579037427483219 -0.0760505020810637 0.1454369602025 0.0236092628819375 0.00568356751227723 0.681134497630957 0.681134497630957 0.309116678355912 0.595343412974393 0.208794665690621 -0.0199816720858226 0.0429354886583893 0.073996277165395 -0.312751032958715 0.0274285585923009 -0.00287705394639575 0.590516908159774 0.391884092692889 0.50132889347475 0.595343412974145 0.320525259440102 0.365570706047538
avg_ladder -0.242254202290499 -0.241062833992129 -0.154899068491267 -0.311290384376425 0.172745454121742 0.0464070184484036 0.0464070184484036 -0.0773172488845717 0.151182396204956 0.182909542741773 0.105258664264215 1 0.781461029393646 -0.296894603926005 0.296894603926006 -0.115581497820383 0.302375971250612 -0.120905294150623 0.210892845445447 0.336226092953625 0.0966346919546521 -0.360577699181924 -0.195813734510786 -0.261775064582003 0.222437983610483 0.426207883007851 0.363136899144081 0.41768946591891 0.316744261134618 0.125407798638591 0.356389664572083 0.062254777103787 0.225373869942015 -0.374598422630206 -0.229850868660638 0.200325545744373 0.237748097304124 0.0405855861349594 0.0405855861349594 -0.0460733974535755 -0.0331903071190452 -0.3702666119242 -0.214808327169016 -0.24536543854718 -0.265792497234919 -0.271043230314792 0.394488057927348 0.177374287123244 -0.134016850966748 -0.13400766390868 -0.224203123038462 -0.0331903071192567 -0.172805553174273 -0.10761814536007
max_ladder -0.196629356504788 -0.0369105191541705 0.160618231898937 -0.279860809222551 0.671089581694493 0.00230697907711351 0.00230697907711351 -0.145737124893539 0.397959072133725 0.170230600616321 0.042375088956444 0.781461029393646 1 -0.7327341095717 0.732734109571701 -0.074165989664139 0.402800689544406 -0.240753594170147 0.201399708263643 0.357611193606673 0.0694664864537621 -0.668921747026043 -0.346593391273309 -0.733598015126267 0.0855667644754813 0.60556274799666 0.540340440789411 0.507578185981936 0.436399242419629 -0.016671245292719 0.668036683130294 -0.165171630762164 0.655829687616543 -0.508999277968434 -0.33659953335811 0.55733993056554 0.661046211987822 0.0507034699919392 0.0507034699919391 -0.0664303334076019 -0.0280378381769772 -0.340775401204835 -0.359986023900338 -0.364585029217438 -0.437448870787091 -0.279978412228758 0.706475295823393 0.0764330479328543 -0.140803732451756 -0.125657282753734 -0.241822051549995 -0.0280378381771545 -0.168557567969974 -0.0941106686400767
cherries 0.0685892370582207 -0.0584578083697734 -0.277136354025878 0.170421101693414 -0.866907489320017 0.000679385637930314 0.000679385637930314 0.0228002345996096 0.997332239751692 -0.159481502196754 0.0244022401128577 -0.296894603926005 -0.7327341095717 1 -1 -0.276707792449776 -0.463153396110403 0.242172000081337 -0.01358062531003 -0.281616530267817 0.0876826001316768 0.663126863262266 0.28716769911229 0.974365171430061 -0.0336085674190863 -0.574791238624184 -0.465794135441392 -0.455750181381267 -0.496309639891366 0.21463592253554 -0.669214562307346 0.419062620152252 -0.946666153234136 0.51650312643819 0.417825582877852 -0.625388079043611 -0.966324834598184 -0.0648569710988276 -0.0648569710988273 -0.02081031480903 0.0294098025310953 0.204243540284194 0.471924896841208 0.420698363924032 0.526387613491687 0.165741733008108 -0.755652890828816 -0.0576366633262052 0.116736010052665 0.056045006516401 0.194377009525721 0.0294098025311831 0.115431481850163 0.0112173522054073
il_number -0.0685892370582227 0.058457808369768 0.277136354025873 -0.170421101693415 0.866907489320015 -0.000679385637930434 -0.000679385637930434 -0.0228002345996108 0.986012842620578 0.159481502196757 -0.0244022401128572 0.296894603926006 0.732734109571701 -1 1 0.276707792449777 0.463153396110404 -0.242172000081339 0.0135806253100323 0.281616530267821 -0.0876826001316734 -0.663126863262268 -0.287167699112291 -0.974365171430059 0.0336085674190897 0.574791238624188 0.465794135441395 0.455750181381267 0.496309639891366 -0.214635922535536 0.669214562307348 -0.419062620152249 0.946666153234136 -0.516503126438192 -0.417825582877856 0.625388079043612 0.966324834598184 0.0648569710988276 0.0648569710988274 0.0208103148090283 -0.0294098025310964 -0.204243540284197 -0.471924896841211 -0.420698363924037 -0.526387613491691 -0.165741733008111 0.755652890828817 0.0576366633262059 -0.116736010052666 -0.0560450065164022 -0.194377009525723 -0.0294098025311842 -0.115431481850165 -0.0112173522054082
pitchforks -0.127537711835002 -0.365373376021285 -0.331043847461345 -0.0214317338953544 -0.0558288667021565 -0.0755238092747282 -0.0755238092747282 0.126094766804688 0.996881614968465 0.111232216602695 -0.293725546226174 -0.115581497820383 -0.074165989664139 -0.276707792449776 0.276707792449777 1 0.355989559800288 -0.147396674169123 -0.176899367318131 0.0967828040330927 0.295909149004854 -0.0979570881629462 0.124298407345684 -0.12058448853613 0.405649353293069 0.208773018441028 0.0377127870497755 -0.00190357340013675 0.269195454033426 -0.0698068596900653 0.0852163732253515 -0.262032779245458 0.320598032116491 -0.151320572018558 -0.43523750490684 0.0191520685349711 0.347492550549075 -0.0548213954540775 -0.0548213954540781 0.0465403452043089 -0.209157034642512 -0.0762288281555445 -0.378113930831249 -0.373391320620398 -0.384340486558532 -0.0273546551532323 0.161333176730736 0.0898580004947017 -0.164207526817664 -0.128412156127165 -0.0879582402084181 -0.209157034642497 -0.0436543208778257 -0.152615037989433
stairs -0.066477329751038 -0.209736992002316 -0.104665060640087 -0.499370605306751 0.258341023215791 0.0513637113691156 0.0513637113691156 -0.0828526618285463 0.130149782449632 0.187880637732926 0.0418852689508616 0.302375971250612 0.402800689544406 -0.463153396110403 0.463153396110404 0.355989559800288 1 -0.0438816314597263 0.0656917103118171 0.307355094530988 0.144687526446652 -0.428594459620824 -0.403227974472104 -0.40245683575761 0.0893122570438917 0.382943919463171 0.379411170936297 0.744531444786363 0.921209914614659 -0.0930750209323141 0.42872477565228 -0.132124135082449 0.560004609683977 -0.902408528029273 -0.234469277824004 0.318144479575825 0.520765403320826 0.054519085406201 0.0545190854062014 -0.0217145688255583 0.0504854207043788 -0.201115941851204 -0.226246933382877 -0.246517642289253 -0.270183193938005 -0.220549458934601 0.412743311929854 0.0713182636431642 -0.0611372060613747 0.0793022064603448 -0.180801032769478 0.0504854207043095 -0.0341326198034224 0.146573094621591
laplace_spectrum_a 0.431217249743837 0.251032423481507 0.192361547734207 -0.0984445233566282 -0.0683243072662605 0.243334699151783 0.243334699151783 0.698750023938876 0.0503413730950294 0.345831367522325 -0.15319222627622 -0.120905294150623 -0.240753594170147 0.242172000081337 -0.242172000081339 -0.147396674169123 -0.0438816314597263 1 -0.118466036007091 -0.0903565164749879 -0.303729270804397 0.155178503709397 -0.232964798083319 0.197857836218054 -0.443824896124669 -0.338276382527877 -0.12530995949583 0.0533333193445185 0.0190150059431022 -0.170554819405265 -0.180784016216243 -0.124803823106887 -0.239600239111944 -0.00660629699054562 0.106927996076042 -0.0263402075304006 -0.239360458499637 -0.14024901191491 -0.14024901191491 0.280494552046213 0.0341317579331632 0.199265869542803 0.0754034695032483 0.109834218179582 0.166304661689113 0.269810991276084 -0.288205352844074 -0.0852540015733611 0.0532788831556772 0.24791883050755 0.0604096094654021 0.0341317579333642 0.21045600955827 0.242364464017207
laplace_spectrum_p 0.216547032226806 -0.314328856217349 -0.306977049521115 -0.0270205088952843 -0.0366883932998648 0.105357990911476 0.105357990911476 -0.0653586103660393 0.705431420145261 0.38515655699701 0.349086763940624 0.210892845445447 0.201399708263643 -0.01358062531003 0.0135806253100323 -0.176899367318131 0.0656917103118171 -0.118466036007091 1 0.39480421717146 0.170345333161662 -0.221733160125964 -0.0263717369747703 -0.0179747494879558 0.239795970663723 0.270501929846355 0.27623068765507 -0.0714093683792021 -0.122245923758728 0.647943759723773 0.221758926381244 0.642550328083263 0.0796577324118949 0.0512831461017456 -0.0579093356239362 -0.00100322932370983 0.0247074452574928 0.16948062851048 0.16948062851048 -0.114043104377003 -0.129001653070739 -0.224655139036186 -0.142450283256135 -0.173036814929518 -0.142321512349317 -0.359029083643476 0.16473658861327 0.156449890278729 -0.0652262799013852 -0.0539015657312005 0.0256875973665463 -0.129001653071101 -0.0125960194875984 -0.0688859500800225
laplace_spectrum_e -0.00694484161900021 -0.57814760066615 -0.409845797273017 -0.199719871993702 0.143984182918243 0.589149873897986 0.589149873897986 0.0524143753345486 0.804588653513201 0.722664464979307 0.42500456537397 0.336226092953625 0.357611193606673 -0.281616530267817 0.281616530267821 0.0967828040330927 0.307355094530988 -0.0903565164749879 0.39480421717146 1 0.271877797496491 -0.628401182898475 -0.389126005512377 -0.232899703310705 0.475231347454044 0.718935200282552 0.710476670069016 0.23087163578618 0.125738219209748 0.320499300395869 0.625770584614502 0.067322225897535 0.255086558784301 -0.287853036867431 -0.613823771608277 0.424701680009621 0.256042394952867 0.605498794081444 0.605498794081444 0.35121347169335 0.243305870662788 -0.213499521713299 -0.584863684403727 -0.632058208127002 -0.651182275198688 -0.853797680933931 0.583633347146847 0.076135139135193 0.228299114860856 0.212772794224322 0.190760382620932 0.243305870662401 0.180980375528873 0.185530133451217
