species	family
Hymenophyllum_lanceolatum	Hymenophyllaceae
Hymenophyllum_leratii	Hymenophyllaceae
Hymenophyllum_flabellatum	Hymenophyllaceae
Hymenophyllum_rufescens	Hymenophyllaceae
Hymenophyllum_pallidum	Hymenophyllaceae
Hymenophyllum_scabrum	Hymenophyllaceae
Hymenophyllum_villosum	Hymenophyllaceae
Hymenophyllum_sanguinolentum	Hymenophyllaceae
Hymenophyllum_tortuosum	Hymenophyllaceae
Hymenophyllum_plicatum	Hymenophyllaceae
Hymenophyllum_paniense	Hymenophyllaceae
Hymenophyllum_heimii	Hymenophyllaceae
Hymenophyllum_cruentum	Hymenophyllaceae
Hymenophyllum_ooides	Hymenophyllaceae
Hymenophyllum_rarum	Hymenophyllaceae
Hymenophyllum_inaequale	Hymenophyllaceae
Hymenophyllum_balfourii	Hymenophyllaceae
Hymenophyllum_cuneatum	Hymenophyllaceae
Hymenophyllum_mnioides	Hymenophyllaceae
Hymenophyllum_apiculatum	Hymenophyllaceae
Hymenophyllum_kuhnii	Hymenophyllaceae
Hymenophyllum_mikawanum	Hymenophyllaceae
Hymenophyllum_polyanthos	Hymenophyllaceae
Hymenophyllum_corrugatum	Hymenophyllaceae
Hymenophyllum_coreanum	Hymenophyllaceae
Hymenophyllum_wrightii	Hymenophyllaceae
Hymenophyllum_dicranotrichum	Hymenophyllaceae
Hymenophyllum_dentatum	Hymenophyllaceae
Hymenophyllum_pectinatum	Hymenophyllaceae
Hymenophyllum_caespitosa	Hymenophyllaceae
Hymenophyllum_fucoides	Hymenophyllaceae
Hymenophyllum_secundum	Hymenophyllaceae
Hymenophyllum_wilsonii	Hymenophyllaceae
Hymenophyllum_peltatum	Hymenophyllaceae
Hymenophyllum_rugosum	Hymenophyllaceae
Hymenophyllum_tunbrigense	Hymenophyllaceae
Hymenophyllum_howense	Hymenophyllaceae
Hymenophyllum_multifidum	Hymenophyllaceae
Hymenophyllum_minimum	Hymenophyllaceae
Hymenophyllum_armstrongii	Hymenophyllaceae
Hymenophyllum_marginatum	Hymenophyllaceae
Hymenophyllum_tenellum	Hymenophyllaceae
Hymenophyllum_sibthorpioides	Hymenophyllaceae
Hymenophyllum_perrieri	Hymenophyllaceae
Hymenophyllum_feejeense	Hymenophyllaceae
Hymenophyllum_bivalve	Hymenophyllaceae
Didymoglossum_baileyanum	Hymenophyllaceae
Hymenophyllum_revolutum	Hymenophyllaceae
Hymenophyllum_moorei	Hymenophyllaceae
Hymenophyllum_deplanchei	Hymenophyllaceae
Hymenophyllum_rolandi_principis	Hymenophyllaceae
Hymenophyllum_dimidiatum	Hymenophyllaceae
Hymenophyllum_acanthoides	Hymenophyllaceae
Hymenophyllum_denticulatum	Hymenophyllaceae
Hymenophyllum_fuscum	Hymenophyllaceae
Hymenophyllum_subdimidiatum	Hymenophyllaceae
Hymenophyllum_oligosorum	Hymenophyllaceae
Hymenophyllum_barbatum	Hymenophyllaceae
Hymenophyllum_exsertum	Hymenophyllaceae
Hymenophyllum_serrulatum	Hymenophyllaceae
Hymenophyllum_cupressiforme	Hymenophyllaceae
Hymenophyllum_pumilum	Hymenophyllaceae
Hymenophyllum_dilatatum	Hymenophyllaceae
Hymenophyllum_reniforme	Hymenophyllaceae
Hymenophyllum_fuciforme	Hymenophyllaceae
Hymenophyllum_pulcherrimum	Hymenophyllaceae
Hymenophyllum_demissum	Hymenophyllaceae
Hymenophyllum_flexile	Hymenophyllaceae
Trichomanes_badium	Hymenophyllaceae
Hymenophyllum_javanicum	Hymenophyllaceae
Hymenophyllum_riukiuense	Hymenophyllaceae
Hymenophyllum_gracilescens	Hymenophyllaceae
Hymenophyllum_flexuosum	Hymenophyllaceae
Hymenophyllum_australe	Hymenophyllaceae
Hymenophyllum_atrovirens	Hymenophyllaceae
Hymenophyllum_imbricatum	Hymenophyllaceae
Hymenophyllum_caudiculatum	Hymenophyllaceae
Lygodium_palmatum	Lygodiaceae
Lygodium_articulatum	Lygodiaceae
