gamma sackin colless colless_corr colless_quad beta blum pigot_rho nltt_base phylogenetic_div avg_ladder max_ladder cherries double_cherries four_prong il_number pitchforks stairs laplace_spectrum_a laplace_spectrum_p laplace_spectrum_e laplace_spectrum_g min_laplace max_laplace min_adj max_adj imbalance_steps j_one b1 b2 area_per_pair average_leaf_depth i_stat ew_colless max_del_width max_depth avg_vert_depth max_width mw_over_md tot_path tot_internal_path rogers stairs2 tot_coph var_depth symmetry_nodes mpd psv vpd mntd j_stat rquartet wiener max_betweenness max_closeness max_closenessW diameter eigen_centrality eigen_centralityW mean_branch_length var_branch_length mean_branch_length_int mean_branch_length_ext var_branch_length_int var_branch_length_ext treeness root_imbalance
1 NA 0.0668222503755384 0.0651952839407497 0.0651952836049104 0.04547534849736 -0.0575071085030063 0.0493472865798929 0.427678374489564 0.939505102519682 -0.937706083657026 -0.00091018908849093 -0.000863993311912262 -0.00317257420994637 -0.001815441333076 -0.00454776131318197 0.0031725742099464 -0.00429571301283209 0.00506759652308853 0.311796255451471 0.173349282936435 0.880477672345111 -0.361573105003501 0.0669295705592437 -0.46867334230963 -0.155736499764018 -0.48290632267034 -0.053355004598471 -0.0661285308528488 -0.0133508159037137 -0.0454973424398082 0.0616083863569703 0.0668222484842467 0.0313349573893409 0.0190165171229347 -0.0414012764289138 0.0533550045984709 0.0668222479377294 -0.0541071191808018 -0.0576152691258244 0.0668222503755384 0.0668222503755384 0.00506759529385988 -0.0276443729956564 0.0453811187797801 0.0652883612736328 0.00399909535116958 -0.637879951028697 -0.63787995020064 0.762696021566436 -0.956929731813437 -0.637879949252975 -0.0212109308805301 -0.269460859379843 -0.0102732294986852 -0.0554838344470787 -0.0763612171613055 0.0486912743330752 0.0052765484766466 -0.204567439909604 -0.937706083686739 -0.872508369308145 -0.831341429932016 -0.956929732019336 -0.722159181757136 -0.86599560424215 0.940293805681557 0.0170414475761694
2 0.0668222503755384 NA 0.981185597539275 0.981185597500073 0.909074989442673 -0.656660661621046 0.50936539567832 0.0118485504765705 0.0699121153106511 -0.0701661567052889 0.0289013027612639 0.0290101110807059 -0.0722218491234297 -0.0356985983976273 0.00175608679184376 0.0722218491234297 -0.0359502139370058 0.0814707066483589 0.472929782303713 -0.309610384268451 0.240281530902521 -0.148443175237711 -0.202730317778256 0.188576759335134 -0.0503420363358885 0.189529321568686 -0.709809484909628 -0.996082384782514 -0.159733319031836 -0.8089129023967 0.425611300303513 0.999999999992192 0.345890510304277 0.23240090402721 -0.573969721372864 0.709809484909635 0.99999999999826 -0.707269934003757 -0.772438546250344 1 1 0.081470707540766 -0.307631076014349 0.908432382476625 0.847788072725425 0.0726597663235409 -0.406285709493665 -0.40628570822908 0.0200641766803127 -0.0468999527445196 -0.406285707652549 -0.591874946658416 -0.528346914495224 -0.16391940487355 -0.396255081208835 0.515915641477052 0.390807207803596 0.185188106443634 0.0160753172761595 -0.0701661560912487 -0.00479720978122734 -0.118897876663329 -0.0468999531749198 0.00432243395517183 -0.0116231786301157 -0.00675548812077443 0.559258672479801
3 0.0651952839407497 0.981185597539275 NA 1 0.899528598816101 -0.646382075453153 0.503684190253015 0.0162516746095438 0.0676641268521827 -0.0679089147788223 0.038118612914646 0.0363001161754974 -0.0875745347919702 -0.0514984081287653 0.0156281768094176 0.08757453479197 -0.0293976449962559 0.106023503805693 0.484743213766807 -0.357211763015611 0.228444696830131 -0.13348315035483 -0.20319368223167 0.164567438626108 -0.0504189563366692 0.16359634783359 -0.728670489033346 -0.981393748284289 -0.177014955421577 -0.75561674081084 0.401189553795565 0.98118559636479 0.383812016153527 0.265906597428125 -0.597486913553641 0.728670489033344 0.981185597610563 -0.743757810524852 -0.80700809925531 0.981185597539275 0.981185597539275 0.106023504502727 -0.349560198612165 0.898923464004256 0.869340423786186 0.0932466453638248 -0.398512460592066 -0.398512458840087 0.0224543653883681 -0.0451721268369538 -0.398512458364494 -0.667297274376164 -0.518857404308041 -0.178405064845222 -0.361821276851325 0.520428810143377 0.393759570170478 0.231501841369578 0.00292460982005509 -0.0679089141195443 -0.00601910228279682 -0.115575614972743 -0.0451721272490264 0.00296961321219366 -0.0129468142551997 -0.00648494145022182 0.580709830499297
4 0.0651952836049104 0.981185597500073 1 NA 0.89952859909212 -0.646382074769811 0.503684189446787 0.0162516744730916 0.0676641265424957 -0.0679089144578768 0.038118611362405 0.0363001150623409 -0.0875745340772519 -0.0514984083373367 0.0156281765095219 0.0875745340772519 -0.0293976446751281 0.106023503180282 0.484743213585498 -0.357211763427035 0.228444696741985 -0.133483150029034 -0.203193682284532 0.164567439001301 -0.050418956435522 0.163596348165965 -0.728670488793802 -0.981393748155519 -0.177014954593652 -0.755616740552231 0.401189553101994 0.981185596325688 0.383812015633182 0.265906596872146 -0.597486913427369 0.728670488793804 0.981185597571167 -0.74375781044545 -0.807008099003477 0.981185597500073 0.981185597500073 0.106023503877316 -0.34956019803414 0.898923464281361 0.869340423881906 0.093246644876691 -0.398512460294283 -0.398512458542286 0.0224543649418951 -0.0451721265786008 -0.398512458066702 -0.667297274613185 -0.518857404103063 -0.178405064493273 -0.361821276201623 0.5204288102498 0.39375956976732 0.231501841295076 0.00292460974111863 -0.0679089137985966 -0.00601910203957633 -0.115575614529453 -0.0451721269906731 0.00296961358051049 -0.0129468140776663 -0.0064849415829829 0.58070983056838
5 0.04547534849736 0.909074989442673 0.899528598816101 0.89952859909212 NA -0.379438761484349 0.258222492779353 0.00591937535237461 0.0528101150381435 -0.0529995862360412 0.00675822388609288 0.00660712684806947 -0.0167991889139759 -0.0096335848523269 0.00333206466278573 0.0167991889139759 -0.00494514697246979 0.020831801801503 0.504197749840103 -0.287907365858474 0.269061256855497 -0.133713425173143 -0.120612249899298 0.17162062303103 -0.0344972919138007 0.168347987508258 -0.570125733629643 -0.897865585097076 -0.0432476489845524 -0.791133428638781 0.00989927871487463 0.909074986132795 0.166816332467528 0.11238453734629 -0.474011550926956 0.57012573362964 0.90907499138711 -0.564057508096998 -0.613625783982018 0.909074989442673 0.909074989442673 0.0208318017764566 -0.144507212332532 0.999998814512844 0.696833004158729 0.0172011841916186 -0.420436792524203 -0.420436792159588 -0.0957866496159396 -0.0411541081181292 -0.420436791814821 -0.77392146027789 -0.560020448412862 -0.116769185767763 -0.00185275953587911 0.628075529287626 0.0832300483897213 0.246734300103991 0.0142988080823083 -0.0529995854385242 -0.0153214488722866 -0.0766633718640815 -0.0411541082728137 0.00509549165901805 -0.0254695243467269 0.0166832011155671 0.748025904169666
6 -0.0575071085030063 -0.656660661621046 -0.646382075453153 -0.646382074769811 -0.379438761484349 NA -0.910247680508181 -0.0107426553068723 -0.045426743810631 0.0456401009978895 -0.155469004906942 -0.14542632829796 0.325925042574003 0.142313841002789 -0.0471937353667428 -0.325925042574002 0.137143124406798 -0.318485045432911 -0.242381119056343 0.170006591654254 -0.107953210425453 0.0916450597892455 0.235264286001764 -0.139906628503725 0.0505114857364211 -0.149981304933296 0.575634692413026 0.677466051246234 0.543085736887315 0.514007183082921 -0.751914501780178 -0.65666066673084 -0.716304796140375 -0.517534337342307 0.465157601721318 -0.57563469241302 -0.656660658769008 0.569278416559928 0.651180165255874 -0.656660661621046 -0.656660661621046 -0.318485046273329 0.668245743185065 -0.378286243696343 -0.608871196344526 -0.307574234573463 0.209917175405671 0.209917174936158 -0.116015109388588 3.84169070674242e-05 0.209917174190861 0.170296084017129 0.266630766753355 0.0749975801953696 0.628557027164525 -0.19468584826678 -0.598834881137322 -0.115232677100909 -0.0184670341690967 0.0456401010784292 -0.0510402428187733 0.147254097874646 3.84179985582807e-05 0.0024003899667257 -0.0663023136428517 0.117178234568708 -0.171240089145214
7 0.0493472865798929 0.50936539567832 0.503684190253015 0.503684189446787 0.258222492779353 -0.910247680508181 NA 0.0100230490676635 0.0349273163530952 -0.0351149054508957 0.273070815572919 0.243849384157181 -0.572500962783864 -0.242432289652162 0.191356259046598 0.572500962783864 -0.113658384435619 0.51513989379901 0.187671078693287 -0.120357740620092 0.0772831112341211 -0.070144369655669 -0.199107934193953 0.102816880086048 -0.032608749542448 0.114970724807861 -0.469828008236284 -0.518403246225933 -0.78354366900491 -0.390253848330728 0.661670203364172 0.509365399703475 0.850395742745856 0.700888018594084 -0.358012087431085 0.469828008236282 0.509365393790308 -0.436294465554976 -0.502926971969291 0.50936539567832 0.50936539567832 0.515139897178867 -0.830408240733083 0.257207235569946 0.483704121022277 0.514849479840044 -0.161396106863873 -0.161396106984715 0.104780758875156 0.0189442257446039 -0.161396106236675 -0.102826476593333 -0.204984456001356 -0.0449320353013455 -0.524995581611726 0.145185156415586 0.524845371573605 0.116842046967409 0.00804426879725497 -0.0351149053773133 0.0602850354508682 -0.156835259982584 0.0189442247277789 -0.0264617071966916 0.0874505934018581 -0.164627968504408 0.105470504446926
8 0.427678374489564 0.0118485504765705 0.0162516746095438 0.0162516744730916 0.00591937535237461 -0.0107426553068723 0.0100230490676635 NA 0.477852689892845 -0.478042109910613 -0.0037817996578861 -0.00287678623295847 0.00273535256491191 0.0018068691448605 -0.0042540610493681 -0.00273535256491385 -0.00121413239481131 -0.00253042690146337 0.216704494242033 0.0531947491719927 0.416618120598733 -0.213588312476545 0.0399804673811611 -0.293815291062623 -0.0589989487143475 -0.300443967839063 -0.01426702476254 -0.0115884795948867 0.000191426774557888 0.00435205054487463 0.0155808524430932 0.0118485440033071 0.0061691910148721 0.00204565508082311 -0.0127643066743231 0.0142670247625372 0.0118485506834215 -0.0173266900975079 -0.0165039250460988 0.0118485504765705 0.0118485504765705 -0.0025304272354321 -0.00518009389205148 0.00589546604713648 0.0206784549980658 -0.00267317208568285 -0.37327164708277 -0.373271645417331 0.424669901860059 -0.468266006309473 -0.373271645029538 -0.0151466427642881 -0.205523174272372 0.0244185714038575 -0.00431145504369547 0.00989852511636157 0.0105723317748916 0.00796617138126605 -0.132388720036167 -0.478042110447033 -0.473851457021763 -0.468739958077504 -0.468266006796887 -0.442229828925145 -0.463914533987126 0.403107630236537 0.00797034991720363
9 0.939505102519682 0.0699121153106511 0.0676641268521827 0.0676641265424957 0.0528101150381435 -0.045426743810631 0.0349273163530952 0.477852689892845 NA -0.999797549372527 -0.00759895167638221 -0.00659087707941927 0.00811341667939959 0.00355937054256727 -0.00907051085968743 -0.00811341667939959 -0.00241152176291431 -0.00540884961266038 0.420251174769878 0.135745874575087 0.896138297202733 -0.44364630572342 0.088514774733705 -0.569872893642602 -0.12650878983235 -0.583636748210396 -0.0513425034501408 -0.0685994548927645 0.00170502499251611 -0.0495172367522911 0.0530935418272024 0.069912114386118 0.0166130724843344 0.00636682775205352 -0.0403144758811255 0.0513425034501407 0.0699121135964558 -0.0524979507833246 -0.0550312812589484 0.0699121153106511 0.0699121153106511 -0.0054088499803218 -0.0130809031563283 0.052729100203638 0.0652360784349005 -0.00656552843666025 -0.763078189338124 -0.763078188404555 0.849784369453226 -0.991877395918611 -0.763078187958378 -0.0265770246449619 -0.40489455512391 -0.0114143967073289 -0.0495124141608112 8.12688733640355e-05 0.0412396355377564 0.00591904861472307 -0.246674133762854 -0.999797549356779 -0.976383956860344 -0.951598738524688 -0.99187739607448 -0.879384229690495 -0.960540768223569 0.886814835265093 0.0219025195704497
10 -0.937706083657026 -0.0701661567052889 -0.0679089147788223 -0.0679089144578768 -0.0529995862360412 0.0456401009978895 -0.0351149054508957 -0.478042109910613 -0.999797549372527 NA 0.00755633982138429 0.0065727465448242 -0.00806684801263341 -0.0035162077663864 0.0090880244352231 0.0080668480126334 0.00240992092301173 0.00534951364296619 -0.420953618788261 -0.13519364805859 -0.891058491068538 0.444195382063744 -0.088332660871088 0.570870689716409 0.125637661225136 0.584604067660066 0.0515553227132184 0.0688499333115185 -0.00162116044491798 0.0497058916940978 -0.0532917386333888 -0.0701661557635317 -0.0167610067671883 -0.0064755111981867 0.0404599269929475 -0.051555322713219 -0.0701661550153795 0.052697820955038 0.055251914213439 -0.0701661567052889 -0.0701661567052889 0.00534951397522126 0.0132177637416038 -0.0529182688672034 -0.0654772084852542 0.00651932249814333 0.764608607737857 0.764608606822473 -0.849940085251868 0.991336200892458 0.76460860640523 0.0266609530741593 0.406929305819075 0.011442547587307 0.0496914062942984 -0.00189479039761101 -0.0414168451327709 -0.00591857885637261 0.246787300418987 0.999999999999802 0.977024701882083 0.953494220799172 0.991336201033372 0.881201223816059 0.962061340268328 -0.885003256121645 -0.0219852422075053
