gamma sackin colless colless_corr colless_quad beta blum pigot_rho nltt_base phylogenetic_div avg_ladder max_ladder cherries double_cherries four_prong il_number pitchforks stairs laplace_spectrum_a laplace_spectrum_p laplace_spectrum_e laplace_spectrum_g min_laplace max_laplace min_adj max_adj imbalance_steps j_one b1 b2 area_per_pair average_leaf_depth i_stat ew_colless max_del_width max_depth avg_vert_depth max_width mw_over_md tot_path tot_internal_path rogers stairs2 tot_coph var_depth symmetry_nodes mpd psv vpd mntd j_stat rquartet wiener max_betweenness max_closeness max_closenessW diameter eigen_centrality eigen_centralityW mean_branch_length var_branch_length mean_branch_length_int mean_branch_length_ext var_branch_length_int var_branch_length_ext treeness root_imbalance
1 NA 0.00177808929212904 0.00210597237744807 0.00210597172686671 -0.000224703259965807 -0.000194324298709696 -0.00392966609048574 -0.0452395873916737 0.14018062763851 -0.140180628135726 -0.0102709287537624 -0.00756986175517859 0.0114681939947419 0.00554239147623711 -0.00831445570836375 -0.0114681939947419 -0.00223322277298563 -0.00972284673504965 -0.258412802144534 0.133519161558146 0.204459552658403 0.166449264688715 0.00216693761240921 0.21183490870749 -0.0397747731145911 0.20927702869247 -0.000773488927001158 -0.00172713246707216 0.0114084079711064 0.000887815563853129 0.0047210463198507 0.00177809283924256 -0.00806177944338782 -0.00993741030153033 -0.00295515649366647 0.000773488927001173 0.00177809388403757 -0.00206546172844911 -0.00153376896950326 0.00177808929212904 0.00177808929212904 -0.00972284637178328 0.00834718382473028 -0.000231916138338859 0.00335828217698951 -0.0101390972806438 0.282759196312571 0.282759199023263 -0.184302678005239 -0.509033182489884 0.282759194384267 0.000936158731841943 0.316654339998089 -0.000300384334623254 -0.00367169338905982 -0.170496087760384 0.000510564266675244 -0.00035739180720075 0.0331326889244612 -0.140180622016165 0.346185355098698 0.344510609604145 -0.509033191656671 0.455878271195241 0.0803647634951892 0.665247649517331 -0.00219037821685422
2 0.00177808929212904 NA 0.978337002323588 0.978337002237438 0.907426717704865 -0.654008017363027 0.479046793046235 -0.0297363265237515 -0.0062771954208747 0.0062771983631875 0.0200959343410997 0.0185096350372366 -0.0515814741393635 -0.0267645343731879 -0.0047460194774575 0.0515814741393635 -0.0269036041591226 0.0616212977244079 0.496358020695537 -0.320283011339439 0.478022555021947 -0.087185428848491 -0.187309989985954 0.26502554389769 -0.00612580183253827 0.266314314166255 -0.692681984419933 -0.996762866804299 -0.128958699021853 -0.816838182990275 0.395198646786026 0.999999999991748 0.316692810479517 0.205881373387178 -0.574666825431065 0.692681984419932 0.999999999997999 -0.699084081715093 -0.765128891611045 1 1 0.0616212963908694 -0.279785149902102 0.906783033589394 0.845752669914627 0.0525197186628283 -0.51358858651871 -0.513588591385176 -0.137991628467824 0.0712623753734565 -0.513588589061062 -0.597473589835385 -0.538571372505448 -0.164106432366542 -0.363060450225408 0.538868906680705 0.364073809022052 0.202728925954328 0.061014041471883 0.00627720207478355 0.213332499524617 -0.0698323770771078 0.0712623645974367 0.172465921748871 0.146874185950097 -0.108728650179915 0.570166938078277
3 0.00210597237744807 0.978337002323588 NA 0.999999999999814 0.896657791581376 -0.6398413028323 0.471708446524463 -0.0232240023979934 -0.00633932455325605 0.00633932802159709 0.0291864334208201 0.0260039819811633 -0.0675065246852793 -0.0437488927411097 0.0096874600244298 0.0675065246852793 -0.0194184710337537 0.0879914543336212 0.518930357785334 -0.372204832564044 0.44899284231953 -0.0710932705585418 -0.186086013628289 0.231052825696477 -0.00593309752388136 0.229536487646028 -0.712159337417727 -0.979095527619988 -0.147047157323741 -0.758053396409168 0.367206522381529 0.978337000417692 0.357288693134487 0.241484347172657 -0.59890165492069 0.712159337417726 0.978337001776786 -0.737307181522296 -0.801114615419522 0.978337002323588 0.978337002323588 0.0879914529005573 -0.325395989436102 0.896057395412384 0.868405677544588 0.0744259976192748 -0.503709804076324 -0.503709810889711 -0.13342299277533 0.0682429476550966 -0.503709808522846 -0.676435006441053 -0.52823899179137 -0.177825051262087 -0.323419988087133 0.550648458476911 0.366120552321198 0.255321442539609 0.0428541493418367 0.00633933425003434 0.195231585104802 -0.0663425226281836 0.0682429380149228 0.162909899392257 0.129813612691659 -0.103710355788101 0.592915986681627
4 0.00210597172686671 0.978337002237438 0.999999999999814 NA 0.896657792042313 -0.639841301857939 0.471708445527006 -0.0232240017920722 -0.0063393249254582 0.00633932839380531 0.0291864308353812 0.0260039798626266 -0.0675065231481467 -0.0437488918997417 0.00968746015951079 0.0675065231481467 -0.0194184723746176 0.087991453314819 0.518930357760881 -0.372204832320986 0.44899284182453 -0.0710932707264245 -0.186086014553912 0.231052824587037 -0.00593309776031478 0.229536486726406 -0.712159335181888 -0.979095527454066 -0.14704715586374 -0.758053395282906 0.367206521169098 0.97833700033159 0.357288692769646 0.241484346075349 -0.598901657359984 0.712159335181888 0.97833700169071 -0.737307182561338 -0.80111461479981 0.978337002237438 0.978337002237438 0.0879914518817515 -0.325395988724348 0.896057395875157 0.86840567774401 0.0744259969675967 -0.503709804231101 -0.503709811044469 -0.133422993020004 0.0682429475391631 -0.503709808677618 -0.676435007256547 -0.528238992008186 -0.177825051217042 -0.32341998696282 0.550648458631424 0.366120550351613 0.255321442995541 0.0428541491956314 0.00633933462225058 0.195231585101137 -0.0663425218956457 0.0682429378989848 0.162909900759924 0.12981361144002 -0.103710355264472 0.592915986338595
5 -0.000224703259965807 0.907426717704865 0.896657791581376 0.896657792042313 NA -0.371034551437656 0.230710363414482 -0.0245353336769633 0.000625271748159099 -0.000625270216059338 0.00378455759002045 0.00119461004101176 -0.00533259926525721 -0.00460910430073298 -0.00213702321583911 0.00533259926525721 0.000971033874136378 0.00931726836363305 0.561123163573068 -0.303406009062175 0.611502740215896 -0.0788215041275171 -0.11145456344966 0.214115683487966 -0.0113593865616599 0.209183395363877 -0.556322048940547 -0.89717321434676 -0.0238186438867165 -0.794067197774539 -0.0273896177587068 0.907426706252336 0.144519953650687 0.0946174354932869 -0.475394375944987 0.556322048940546 0.907426720586394 -0.556992831199174 -0.607641744015558 0.907426717704865 0.907426717704865 0.0093172663971658 -0.124663712226615 0.999998830637221 0.695841770681597 0.00567040445920122 -0.572610756189958 -0.572610764288575 -0.32442292871203 0.0153167470981155 -0.572610763815418 -0.780727712552089 -0.599341530178269 -0.117522049725744 0.0364580155460143 0.680558785826731 0.0580126341697022 0.27062295929803 0.0358772092387335 -0.000625268033031901 0.115909640743879 -0.0182049813256259 0.01531674192261 0.12948089588401 0.0473992134828668 -0.0256288386013787 0.761198070336328
6 -0.000194324298709696 -0.654008017363027 -0.6398413028323 -0.639841301857939 -0.371034551437656 NA -0.892902957753446 0.0194912622887535 0.0226114262620905 -0.0226114293001932 -0.129653218997534 -0.12358872442204 0.284083217815567 0.125569367081328 -0.0364789941688354 -0.284083217815567 0.122011390443207 -0.281361686076436 -0.187841700190552 0.152314292342136 -0.148684558257106 0.0461414796514731 0.179205982828056 -0.215257598576515 -0.0258039598113024 -0.229167550778818 0.557073435477852 0.673211103969282 0.495999059139156 0.516890660872958 -0.744702985719864 -0.654008029091491 -0.683899104716169 -0.477320627512856 0.459268855064328 -0.557073435477852 -0.654008015389537 0.557785067086038 0.63714822950249 -0.654008017363027 -0.654008017363027 -0.28136168615812 0.631547272751316 -0.369879276972158 -0.604572442977204 -0.269395131620109 0.207049101770268 0.207049101052281 -0.077525719994219 -0.221424361807416 0.207049095982427 0.167919397965807 0.22007879564891 0.0741442934002071 0.613569793438458 -0.166779984799602 -0.578001512130002 -0.11215396408542 -0.0701516039250716 -0.0226114289040378 -0.314158683532831 0.211952378279001 -0.221424347392816 -0.114176202981544 -0.343606726643846 0.334517963695665 -0.170294046518612
7 -0.00392966609048574 0.479046793046235 0.471708446524463 0.471708445527006 0.230710363414482 -0.892902957753446 NA -0.0131348055864541 -0.0270336992547587 0.0270337012390033 0.258132023410548 0.23449817907862 -0.56452438646515 -0.24017862966287 0.202953585380682 0.56452438646515 -0.0915070237635324 0.50416652563122 0.107979983224135 -0.0892456236042363 0.0812370799817123 -0.029267619423308 -0.128751406703047 0.154055004324879 0.054181882062556 0.171138052315487 -0.432490696406407 -0.487531396459728 -0.774212889962919 -0.372860361082509 0.635247348125693 0.479046807810362 0.84206213496644 0.688117937434237 -0.337323299858281 0.432490696406408 0.479046791030951 -0.406715308417744 -0.469311548199932 0.479046793046235 0.479046793046235 0.504166529610381 -0.819197881121797 0.229728585047448 0.452220129928942 0.504740814248979 -0.124108597110765 -0.124108598336407 0.0633852071883386 0.291553163005636 -0.12410859309257 -0.0917869255031475 -0.133904540980809 -0.0395287728740279 -0.492864308456932 0.0973764457780243 0.489010580080985 0.111038070207491 0.0501338696141528 0.0270337018731474 0.300263143120876 -0.283514465491279 0.291553150453573 0.0356399071671389 0.394525914450801 -0.443513706317446 0.0961218075967691
8 -0.0452395873916737 -0.0297363265237515 -0.0232240023979934 -0.0232240017920722 -0.0245353336769633 0.0194912622887535 -0.0131348055864541 NA 0.10103574251859 -0.101035743144458 -0.000550677580568203 0.000113119279395517 0.000531392047763774 0.00274809274156874 -0.0014139671008108 -0.000531392047763774 0.000206830127872147 -0.00252106714634852 0.0267267001014967 -0.00899903861727652 0.00490781822330188 -0.0136365086514992 0.00548782009832793 -0.047068267177128 -0.000291075498254748 -0.0469601080894829 0.0169417873573437 0.0295123819554617 0.00233249336800605 0.0318414381297313 -0.0171036284437034 -0.0297363389670943 -0.0062107653435823 -0.00451034060950177 0.0127702338300051 -0.0169417873573413 -0.0297363238737255 0.0139790766467857 0.0171592657237538 -0.0297363265237515 -0.0297363265237515 -0.00252106585078248 0.00548939937296147 -0.0245081107053266 -0.0189188309629482 -0.00223558840631837 -0.03236389546535 -0.0323638918473562 0.0741170149195817 -0.0574879091045478 -0.0323638918009219 0.00138682660875313 -0.018996475213705 0.0416300822654287 0.0288689470241643 0.00499421912188805 -0.0139536214182418 0.0040023072335024 -0.0178213353101622 -0.10103575925721 -0.107668815737181 -0.0989929818780809 -0.0574879172626143 -0.0867820786104798 -0.0745517126261802 -0.0258825977067593 -0.00329037333853354
9 0.14018062763851 -0.0062771954208747 -0.00633932455325605 -0.0063393249254582 0.000625271748159099 0.0226114262620905 -0.0270336992547587 0.10103574251859 NA -0.99999999999632 -0.00852661815389153 -0.00786997533968845 0.0145877484843939 0.00562494639003084 -0.00667062041908169 -0.0145877484843939 0.00701515973941916 -0.0122176498606719 0.242822609505274 -0.041627295651386 0.310141661293097 -0.167134977060076 0.0157005484469127 -0.207914503213498 -0.0167734092159161 -0.211205735769023 0.00847112485873238 0.00658148469233063 0.0222345259644264 0.00213165398569955 -0.016299493175517 -0.00627719444042309 -0.0249123462736477 -0.0182887309817557 0.00970915007662757 -0.00847112485873242 -0.00627719006280205 0.00981797867975311 0.010426823861626 -0.0062771954208747 -0.0062771954208747 -0.0122176490673086 0.0226281774986695 0.000650180790777826 -0.00821526445416184 -0.0133126410280007 -0.381236786631603 -0.381236779135561 0.49648196189043 -0.792479901047269 -0.381236784912016 -0.00124774067886801 -0.251786401786942 0.00189924922369979 0.0119644081492421 0.0713097276483097 -0.0117759959707082 -0.00317210043071162 -0.0641133122412993 -0.999999999986224 -0.734235457825423 -0.728910627229765 -0.79247990348423 -0.481984038905012 -0.60681178552916 0.109987027132773 0.00214410983866038
10 -0.140180628135726 0.0062771983631875 0.00633932802159709 0.00633932839380531 -0.000625270216059338 -0.0226114293001932 0.0270337012390033 -0.101035743144458 -0.99999999999632 NA 0.00852661318491358 0.00786996496974678 -0.0145877484190861 -0.00562495075268688 0.00667061801407487 0.0145877484190861 -0.00701515720807484 0.0122176515532603 -0.242822601936323 0.0416272943965565 -0.310141665096777 0.16713497814148 -0.0157005436861531 0.207914503971076 0.0167734057078817 0.211205738458128 -0.00847112700587243 -0.00658148810205557 -0.0222345269619006 -0.00213165559357637 0.0162994968256693 0.00627719738276448 0.024912349780296 0.0182887336800404 -0.00970915208536722 0.00847112700587254 0.00627719300512919 -0.0098179770237348 -0.0104268238519689 0.0062771983631875 0.0062771983631875 0.0122176507598947 -0.0226281812763523 -0.00065017926432826 0.00821526883484636 0.0133126440804608 0.381236782686694 0.381236775190671 -0.49648196057447 0.792479902935005 0.381236780967105 0.0012477382424492 0.251786397656733 -0.00189924950477105 -0.011964410341848 -0.0713097226887565 0.0117759955770245 0.0031720951326067 0.0641133243942867 0.999999999989891 0.734235458880829 0.728910625116726 0.792479905371969 0.481984035747126 0.606811789752202 -0.109987029756476 -0.00214410933362642
