ntips	method	time	treestatsfunction
10	R equivalent	0.00191903114318848	gamma
10	treestats	0.00163006782531738	gamma
10	R equivalent	2.90870666503906e-5	gamma
10	treestats	6.60419464111328e-5	gamma
10	R equivalent	1.50203704833984e-5	gamma
10	treestats	3.88622283935547e-5	gamma
10	R equivalent	1.19209289550781e-5	gamma
10	treestats	3.60012054443359e-5	gamma
10	R equivalent	1.21593475341797e-5	gamma
10	treestats	3.09944152832031e-5	gamma
10	R equivalent	1.59740447998047e-5	gamma
10	treestats	2.90870666503906e-5	gamma
10	R equivalent	1.00135803222656e-5	gamma
10	treestats	2.78949737548828e-5	gamma
10	R equivalent	1.09672546386719e-5	gamma
10	treestats	2.71797180175781e-5	gamma
10	R equivalent	1.21593475341797e-5	gamma
10	treestats	2.81333923339844e-5	gamma
10	R equivalent	1.12056732177734e-5	gamma
10	treestats	2.78949737548828e-5	gamma
10	R equivalent	4.09126281738281e-4	sackin
10	treestats	8.79764556884766e-5	sackin
10	R equivalent	0.0113070011138916	sackin
10	treestats	1.4805793762207e-4	sackin
10	R equivalent	2.6392936706543e-4	sackin
10	treestats	1.10864639282227e-4	sackin
10	R equivalent	2.54154205322266e-4	sackin
10	treestats	1.30891799926758e-4	sackin
10	R equivalent	2.68936157226562e-4	sackin
10	treestats	1.12056732177734e-4	sackin
10	R equivalent	2.81095504760742e-4	sackin
10	treestats	1.10864639282227e-4	sackin
10	R equivalent	2.62975692749023e-4	sackin
10	treestats	9.01222229003906e-5	sackin
10	R equivalent	2.60114669799805e-4	sackin
10	treestats	1.17778778076172e-4	sackin
10	R equivalent	2.77042388916016e-4	sackin
10	treestats	1.08003616333008e-4	sackin
10	R equivalent	2.50816345214844e-4	sackin
10	treestats	1.12056732177734e-4	sackin
10	R equivalent	1.40905380249023e-4	colless
10	treestats	7.08103179931641e-4	colless
10	R equivalent	0.00241184234619141	colless
10	treestats	1.14917755126953e-4	colless
10	R equivalent	2.288818359375e-5	colless
10	treestats	1.05142593383789e-4	colless
10	R equivalent	2.19345092773438e-5	colless
10	treestats	9.89437103271484e-5	colless
10	R equivalent	2.09808349609375e-5	colless
10	treestats	8.89301300048828e-5	colless
10	R equivalent	2.00271606445312e-5	colless
10	treestats	9.79900360107422e-5	colless
10	R equivalent	2.00271606445312e-5	colless
10	treestats	9.01222229003906e-5	colless
10	R equivalent	2.12192535400391e-5	colless
10	treestats	9.01222229003906e-5	colless
10	R equivalent	2.09808349609375e-5	colless
10	treestats	1.01089477539062e-4	colless
10	R equivalent	2.00271606445312e-5	colless
10	treestats	9.08374786376953e-5	colless
10	R equivalent	0.00533509254455566	beta
10	treestats	9.0479850769043e-4	beta
10	R equivalent	0.0299720764160156	beta
10	treestats	1.10149383544922e-4	beta
10	R equivalent	0.00370097160339355	beta
10	treestats	8.79764556884766e-5	beta
10	R equivalent	0.00236201286315918	beta
10	treestats	7.10487365722656e-5	beta
10	R equivalent	0.00297880172729492	beta
10	treestats	6.4849853515625e-5	beta
10	R equivalent	0.00495100021362305	beta
10	treestats	7.41481781005859e-5	beta
10	R equivalent	0.0025172233581543	beta
10	treestats	6.103515625e-5	beta
10	R equivalent	0.00223112106323242	beta
10	treestats	5.81741333007812e-5	beta
10	R equivalent	0.00247097015380859	beta
10	treestats	5.88893890380859e-5	beta
10	R equivalent	0.00299191474914551	beta
10	treestats	6.79492950439453e-5	beta
10	R equivalent	2.0599365234375e-4	blum
10	treestats	2.00033187866211e-4	blum
10	R equivalent	0.00126194953918457	blum
10	treestats	4.60147857666016e-5	blum
10	R equivalent	1.3279914855957e-4	blum
10	treestats	3.814697265625e-5	blum
10	R equivalent	1.220703125e-4	blum
10	treestats	3.69548797607422e-5	blum
10	R equivalent	1.21116638183594e-4	blum
10	treestats	3.60012054443359e-5	blum
10	R equivalent	1.18017196655273e-4	blum
10	treestats	3.60012054443359e-5	blum
10	R equivalent	1.20878219604492e-4	blum
10	treestats	3.60012054443359e-5	blum
10	R equivalent	1.16825103759766e-4	blum
10	treestats	3.60012054443359e-5	blum
10	R equivalent	1.20878219604492e-4	blum
10	treestats	3.60012054443359e-5	blum
10	R equivalent	1.28984451293945e-4	blum
10	treestats	3.50475311279297e-5	blum
10	R equivalent	0.00591301918029785	crown_age
10	treestats	8.29696655273438e-5	crown_age
10	R equivalent	4.79221343994141e-5	crown_age
10	treestats	5.00679016113281e-6	crown_age
10	R equivalent	3.91006469726562e-5	crown_age
10	treestats	5.00679016113281e-6	crown_age
10	R equivalent	3.50475311279297e-5	crown_age
10	treestats	5.00679016113281e-6	crown_age
10	R equivalent	3.40938568115234e-5	crown_age
10	treestats	4.05311584472656e-6	crown_age
10	R equivalent	3.40938568115234e-5	crown_age
10	treestats	5.00679016113281e-6	crown_age
10	R equivalent	3.60012054443359e-5	crown_age
10	treestats	5.00679016113281e-6	crown_age
10	R equivalent	3.60012054443359e-5	crown_age
10	treestats	3.814697265625e-6	crown_age
10	R equivalent	3.50475311279297e-5	crown_age
10	treestats	4.05311584472656e-6	crown_age
10	R equivalent	3.40938568115234e-5	crown_age
10	treestats	3.814697265625e-6	crown_age
10	R equivalent	2.88486480712891e-5	tree_height
10	treestats	9.05990600585938e-6	tree_height
10	R equivalent	0.00218510627746582	tree_height
10	treestats	1.21593475341797e-5	tree_height
10	R equivalent	1.81198120117188e-5	tree_height
10	treestats	5.96046447753906e-6	tree_height
10	R equivalent	1.69277191162109e-5	tree_height
10	treestats	5.00679016113281e-6	tree_height
10	R equivalent	1.50203704833984e-5	tree_height
10	treestats	5.00679016113281e-6	tree_height
10	R equivalent	1.59740447998047e-5	tree_height
10	treestats	5.00679016113281e-6	tree_height
10	R equivalent	1.40666961669922e-5	tree_height
10	treestats	5.00679016113281e-6	tree_height
10	R equivalent	1.50203704833984e-5	tree_height
10	treestats	6.91413879394531e-6	tree_height
10	R equivalent	1.59740447998047e-5	tree_height
10	treestats	5.96046447753906e-6	tree_height
10	R equivalent	1.59740447998047e-5	tree_height
10	treestats	6.19888305664062e-6	tree_height
10	R equivalent	0.00396299362182617	nLTT
10	treestats	1.33037567138672e-4	nLTT
10	R equivalent	0.00176191329956055	nLTT
10	treestats	5.79357147216797e-5	nLTT
10	R equivalent	6.10113143920898e-4	nLTT
10	treestats	5.29289245605469e-5	nLTT
10	R equivalent	5.77926635742188e-4	nLTT
10	treestats	4.60147857666016e-5	nLTT
10	R equivalent	5.6910514831543e-4	nLTT
10	treestats	4.69684600830078e-5	nLTT
10	R equivalent	5.55992126464844e-4	nLTT
10	treestats	4.41074371337891e-5	nLTT
10	R equivalent	5.67913055419922e-4	nLTT
10	treestats	4.50611114501953e-5	nLTT
10	R equivalent	5.58853149414062e-4	nLTT
10	treestats	4.48226928710938e-5	nLTT
10	R equivalent	5.6004524230957e-4	nLTT
10	treestats	4.41074371337891e-5	nLTT
10	R equivalent	5.50985336303711e-4	nLTT
10	treestats	4.38690185546875e-5	nLTT
10	R equivalent	0.00761914253234863	ladder
10	treestats	5.9199333190918e-4	ladder
10	R equivalent	3.93152236938477e-4	ladder
10	treestats	3.79085540771484e-5	ladder
10	R equivalent	1.08957290649414e-4	ladder
10	treestats	3.91006469726562e-5	ladder
10	R equivalent	1.02996826171875e-4	ladder
10	treestats	3.71932983398438e-5	ladder
10	R equivalent	3.2496452331543e-4	ladder
10	treestats	3.60012054443359e-5	ladder
10	R equivalent	3.19004058837891e-4	ladder
10	treestats	3.814697265625e-5	ladder
10	R equivalent	2.91109085083008e-4	ladder
10	treestats	3.50475311279297e-5	ladder
10	R equivalent	9.89437103271484e-5	ladder
10	treestats	3.40938568115234e-5	ladder
10	R equivalent	9.39369201660156e-5	ladder
10	treestats	3.29017639160156e-5	ladder
10	R equivalent	3.23057174682617e-4	ladder
10	treestats	3.69548797607422e-5	ladder
10	R equivalent	3.00884246826172e-4	max_ladder
10	treestats	2.4104118347168e-4	max_ladder
10	R equivalent	0.00162196159362793	max_ladder
10	treestats	4.60147857666016e-5	max_ladder
10	R equivalent	1.068115234375e-4	max_ladder
10	treestats	3.69548797607422e-5	max_ladder
10	R equivalent	9.79900360107422e-5	max_ladder
10	treestats	3.40938568115234e-5	max_ladder
10	R equivalent	2.9301643371582e-4	max_ladder
10	treestats	3.60012054443359e-5	max_ladder
10	R equivalent	2.91109085083008e-4	max_ladder
10	treestats	3.60012054443359e-5	max_ladder
10	R equivalent	3.00168991088867e-4	max_ladder
10	treestats	3.69548797607422e-5	max_ladder
10	R equivalent	1.01089477539062e-4	max_ladder
10	treestats	3.40938568115234e-5	max_ladder
10	R equivalent	9.08374786376953e-5	max_ladder
10	treestats	3.29017639160156e-5	max_ladder
10	R equivalent	3.19004058837891e-4	max_ladder
10	treestats	3.48091125488281e-5	max_ladder
10	R equivalent	4.71115112304688e-4	cherries
10	treestats	2.05039978027344e-4	cherries
10	R equivalent	2.73942947387695e-4	cherries
10	treestats	3.71932983398438e-5	cherries
10	R equivalent	2.31027603149414e-4	cherries
10	treestats	3.69548797607422e-5	cherries
10	R equivalent	2.35080718994141e-4	cherries
10	treestats	3.69548797607422e-5	cherries
10	R equivalent	2.43902206420898e-4	cherries
10	treestats	4.1961669921875e-5	cherries
10	R equivalent	2.26974487304688e-4	cherries
10	treestats	3.814697265625e-5	cherries
10	R equivalent	2.21014022827148e-4	cherries
10	treestats	3.40938568115234e-5	cherries
10	R equivalent	2.29120254516602e-4	cherries
10	treestats	3.69548797607422e-5	cherries
10	R equivalent	2.48908996582031e-4	cherries
10	treestats	3.40938568115234e-5	cherries
10	R equivalent	2.33888626098633e-4	cherries
10	treestats	3.38554382324219e-5	cherries
10	R equivalent	2.52962112426758e-4	ILnumber
10	treestats	4.91142272949219e-5	ILnumber
10	R equivalent	1.8000602722168e-4	ILnumber
10	treestats	9.05990600585938e-6	ILnumber
10	R equivalent	1.82867050170898e-4	ILnumber
10	treestats	8.10623168945312e-6	ILnumber
10	R equivalent	1.78813934326172e-4	ILnumber
10	treestats	6.91413879394531e-6	ILnumber
10	R equivalent	1.67131423950195e-4	ILnumber
10	treestats	7.15255737304688e-6	ILnumber
10	R equivalent	1.64031982421875e-4	ILnumber
10	treestats	6.91413879394531e-6	ILnumber
10	R equivalent	1.62124633789062e-4	ILnumber
10	treestats	5.96046447753906e-6	ILnumber
10	R equivalent	1.73091888427734e-4	ILnumber
10	treestats	6.91413879394531e-6	ILnumber
10	R equivalent	1.80959701538086e-4	ILnumber
10	treestats	6.91413879394531e-6	ILnumber
10	R equivalent	1.69038772583008e-4	ILnumber
10	treestats	6.91413879394531e-6	ILnumber
10	R equivalent	2.76803970336914e-4	pitchforks
10	treestats	1.13964080810547e-4	pitchforks
10	R equivalent	2.37941741943359e-4	pitchforks
10	treestats	8.10623168945312e-6	pitchforks
10	R equivalent	2.45809555053711e-4	pitchforks
10	treestats	8.10623168945312e-6	pitchforks
10	R equivalent	2.16960906982422e-4	pitchforks
10	treestats	6.91413879394531e-6	pitchforks
10	R equivalent	2.25067138671875e-4	pitchforks
10	treestats	7.86781311035156e-6	pitchforks
10	R equivalent	2.3198127746582e-4	pitchforks
10	treestats	6.91413879394531e-6	pitchforks
10	R equivalent	2.27928161621094e-4	pitchforks
10	treestats	6.91413879394531e-6	pitchforks
10	R equivalent	2.26974487304688e-4	pitchforks
10	treestats	6.91413879394531e-6	pitchforks
10	R equivalent	2.16960906982422e-4	pitchforks
10	treestats	6.91413879394531e-6	pitchforks
10	R equivalent	2.17914581298828e-4	pitchforks
10	treestats	7.15255737304688e-6	pitchforks
10	R equivalent	2.75135040283203e-4	stairs1
10	treestats	2.66075134277344e-4	stairs1
10	R equivalent	1.74999237060547e-4	stairs1
10	treestats	3.50475311279297e-5	stairs1
10	R equivalent	1.72138214111328e-4	stairs1
10	treestats	3.50475311279297e-5	stairs1
10	R equivalent	1.64985656738281e-4	stairs1
10	treestats	3.19480895996094e-5	stairs1
10	R equivalent	1.59978866577148e-4	stairs1
10	treestats	3.79085540771484e-5	stairs1
10	R equivalent	1.8000602722168e-4	stairs1
10	treestats	3.50475311279297e-5	stairs1
10	R equivalent	1.69992446899414e-4	stairs1
10	treestats	3.19480895996094e-5	stairs1
10	R equivalent	1.59025192260742e-4	stairs1
10	treestats	3.31401824951172e-5	stairs1
10	R equivalent	1.58071517944336e-4	stairs1
10	treestats	3.19480895996094e-5	stairs1
10	R equivalent	1.58071517944336e-4	stairs1
10	treestats	3.31401824951172e-5	stairs1
10	R equivalent	4.90142893791199	laplacian_spectrum
10	treestats	0.00182604789733887	laplacian_spectrum
10	R equivalent	0.0045621395111084	laplacian_spectrum
10	treestats	0.00139999389648438	laplacian_spectrum
10	R equivalent	0.00277614593505859	laplacian_spectrum
10	treestats	0.00141310691833496	laplacian_spectrum
10	R equivalent	0.00275993347167969	laplacian_spectrum
10	treestats	0.00138711929321289	laplacian_spectrum
10	R equivalent	0.00265121459960938	laplacian_spectrum
10	treestats	0.00138401985168457	laplacian_spectrum
10	R equivalent	0.00273013114929199	laplacian_spectrum
10	treestats	0.00143098831176758	laplacian_spectrum
10	R equivalent	0.00272488594055176	laplacian_spectrum
10	treestats	0.0014801025390625	laplacian_spectrum
10	R equivalent	0.00280880928039551	laplacian_spectrum
10	treestats	0.00155401229858398	laplacian_spectrum
10	R equivalent	0.00276088714599609	laplacian_spectrum
10	treestats	0.00148606300354004	laplacian_spectrum
10	R equivalent	0.00285482406616211	laplacian_spectrum
10	treestats	0.00162100791931152	laplacian_spectrum
10	R equivalent	0.0561051368713379	j_one
10	treestats	1.85966491699219e-4	j_one
10	R equivalent	0.00660800933837891	j_one
10	treestats	7.10487365722656e-5	j_one
10	R equivalent	7.05957412719727e-4	j_one
10	treestats	4.10079956054688e-5	j_one
10	R equivalent	6.07967376708984e-4	j_one
10	treestats	4.10079956054688e-5	j_one
10	R equivalent	5.99145889282227e-4	j_one
10	treestats	3.79085540771484e-5	j_one
10	R equivalent	6.01053237915039e-4	j_one
10	treestats	4.10079956054688e-5	j_one
10	R equivalent	6.19888305664062e-4	j_one
10	treestats	4.10079956054688e-5	j_one
10	R equivalent	6.19888305664062e-4	j_one
10	treestats	4.00543212890625e-5	j_one
10	R equivalent	6.23941421508789e-4	j_one
10	treestats	4.10079956054688e-5	j_one
10	R equivalent	6.27040863037109e-4	j_one
10	treestats	4.1961669921875e-5	j_one
10	R equivalent	1.61886215209961e-4	B1
10	treestats	1.65224075317383e-4	B1
10	R equivalent	1.23023986816406e-4	B1
10	treestats	3.69548797607422e-5	B1
10	R equivalent	1.17063522338867e-4	B1
10	treestats	3.60012054443359e-5	B1
10	R equivalent	1.08003616333008e-4	B1
10	treestats	3.69548797607422e-5	B1
10	R equivalent	1.13964080810547e-4	B1
10	treestats	3.60012054443359e-5	B1
10	R equivalent	1.05857849121094e-4	B1
10	treestats	3.60012054443359e-5	B1
10	R equivalent	1.08003616333008e-4	B1
10	treestats	3.50475311279297e-5	B1
10	R equivalent	1.08003616333008e-4	B1
10	treestats	3.48091125488281e-5	B1
10	R equivalent	1.08957290649414e-4	B1
10	treestats	3.50475311279297e-5	B1
10	R equivalent	1.13964080810547e-4	B1
10	treestats	3.60012054443359e-5	B1
10	R equivalent	1.29938125610352e-4	B2
10	treestats	8.48770141601562e-5	B2
10	R equivalent	1.18017196655273e-4	B2
10	treestats	3.50475311279297e-5	B2
10	R equivalent	1.17063522338867e-4	B2
10	treestats	3.50475311279297e-5	B2
10	R equivalent	1.08957290649414e-4	B2
10	treestats	3.38554382324219e-5	B2
10	R equivalent	1.13964080810547e-4	B2
10	treestats	3.50475311279297e-5	B2
10	R equivalent	1.11103057861328e-4	B2
10	treestats	3.48091125488281e-5	B2
10	R equivalent	1.13010406494141e-4	B2
10	treestats	3.50475311279297e-5	B2
10	R equivalent	1.13010406494141e-4	B2
10	treestats	3.29017639160156e-5	B2
10	R equivalent	1.15156173706055e-4	B2
10	treestats	3.50475311279297e-5	B2
10	R equivalent	1.18017196655273e-4	B2
10	treestats	3.40938568115234e-5	B2
10	R equivalent	2.42233276367188e-4	area_per_pair
10	treestats	0.00109004974365234	area_per_pair
10	R equivalent	2.33888626098633e-4	area_per_pair
10	treestats	7.51018524169922e-5	area_per_pair
10	R equivalent	2.23159790039062e-4	area_per_pair
10	treestats	7.10487365722656e-5	area_per_pair
10	R equivalent	2.10046768188477e-4	area_per_pair
10	treestats	7.08103179931641e-5	area_per_pair
10	R equivalent	2.16007232666016e-4	area_per_pair
10	treestats	7.29560852050781e-5	area_per_pair
10	R equivalent	2.17914581298828e-4	area_per_pair
10	treestats	7.51018524169922e-5	area_per_pair
10	R equivalent	2.27928161621094e-4	area_per_pair
10	treestats	7.70092010498047e-5	area_per_pair
10	R equivalent	2.3198127746582e-4	area_per_pair
10	treestats	7.29560852050781e-5	area_per_pair
10	R equivalent	2.3198127746582e-4	area_per_pair
10	treestats	7.20024108886719e-5	area_per_pair
10	R equivalent	2.38180160522461e-4	area_per_pair
10	treestats	7.20024108886719e-5	area_per_pair
10	R equivalent	1.15156173706055e-4	average_leaf_depth
10	treestats	4.22000885009766e-5	average_leaf_depth
10	R equivalent	1.05857849121094e-4	average_leaf_depth
10	treestats	3.60012054443359e-5	average_leaf_depth
10	R equivalent	1.08957290649414e-4	average_leaf_depth
10	treestats	3.60012054443359e-5	average_leaf_depth
10	R equivalent	9.89437103271484e-5	average_leaf_depth
10	treestats	3.50475311279297e-5	average_leaf_depth
10	R equivalent	1.09195709228516e-4	average_leaf_depth
10	treestats	3.60012054443359e-5	average_leaf_depth
10	R equivalent	1.03950500488281e-4	average_leaf_depth
10	treestats	3.48091125488281e-5	average_leaf_depth
10	R equivalent	1.07049942016602e-4	average_leaf_depth
10	treestats	3.38554382324219e-5	average_leaf_depth
10	R equivalent	1.03950500488281e-4	average_leaf_depth
10	treestats	3.50475311279297e-5	average_leaf_depth
10	R equivalent	1.10149383544922e-4	average_leaf_depth
10	treestats	3.50475311279297e-5	average_leaf_depth
10	R equivalent	1.13010406494141e-4	average_leaf_depth
10	treestats	3.50475311279297e-5	average_leaf_depth
10	R equivalent	1.53064727783203e-4	mean_I
10	treestats	4.9591064453125e-4	mean_I
10	R equivalent	0.00102615356445312	mean_I
10	treestats	4.10079956054688e-5	mean_I
10	R equivalent	1.33037567138672e-4	mean_I
10	treestats	3.60012054443359e-5	mean_I
10	R equivalent	1.20162963867188e-4	mean_I
10	treestats	3.50475311279297e-5	mean_I
10	R equivalent	1.28030776977539e-4	mean_I
10	treestats	3.60012054443359e-5	mean_I
10	R equivalent	1.18017196655273e-4	mean_I
10	treestats	3.60012054443359e-5	mean_I
10	R equivalent	1.19924545288086e-4	mean_I
10	treestats	3.38554382324219e-5	mean_I
10	R equivalent	1.220703125e-4	mean_I
10	treestats	3.38554382324219e-5	mean_I
10	R equivalent	1.25885009765625e-4	mean_I
10	treestats	3.40938568115234e-5	mean_I
10	R equivalent	1.31130218505859e-4	mean_I
10	treestats	3.29017639160156e-5	mean_I
10	R equivalent	1.88112258911133e-4	ew_Colless
10	treestats	8.79764556884766e-5	ew_Colless
10	R equivalent	1.81913375854492e-4	ew_Colless
10	treestats	3.50475311279297e-5	ew_Colless
10	R equivalent	1.73091888427734e-4	ew_Colless
10	treestats	3.38554382324219e-5	ew_Colless
10	R equivalent	1.71899795532227e-4	ew_Colless
10	treestats	3.31401824951172e-5	ew_Colless
10	R equivalent	1.74045562744141e-4	ew_Colless
10	treestats	3.19480895996094e-5	ew_Colless
10	R equivalent	1.69038772583008e-4	ew_Colless
10	treestats	3.60012054443359e-5	ew_Colless
10	R equivalent	1.74045562744141e-4	ew_Colless
10	treestats	3.31401824951172e-5	ew_Colless
10	R equivalent	1.69038772583008e-4	ew_Colless
10	treestats	3.40938568115234e-5	ew_Colless
10	R equivalent	1.69992446899414e-4	ew_Colless
10	treestats	3.29017639160156e-5	ew_Colless
10	R equivalent	1.75952911376953e-4	ew_Colless
10	treestats	3.29017639160156e-5	ew_Colless
10	R equivalent	2.16007232666016e-4	max_del_width
10	treestats	7.98702239990234e-5	max_del_width
10	R equivalent	1.49965286254883e-4	max_del_width
10	treestats	1.00135803222656e-5	max_del_width
10	R equivalent	1.43051147460938e-4	max_del_width
10	treestats	7.86781311035156e-6	max_del_width
10	R equivalent	1.24931335449219e-4	max_del_width
10	treestats	7.86781311035156e-6	max_del_width
10	R equivalent	1.33991241455078e-4	max_del_width
10	treestats	6.91413879394531e-6	max_del_width
10	R equivalent	1.24931335449219e-4	max_del_width
10	treestats	6.91413879394531e-6	max_del_width
10	R equivalent	1.35898590087891e-4	max_del_width
10	treestats	7.86781311035156e-6	max_del_width
10	R equivalent	1.29938125610352e-4	max_del_width
10	treestats	6.91413879394531e-6	max_del_width
10	R equivalent	1.34944915771484e-4	max_del_width
10	treestats	6.91413879394531e-6	max_del_width
10	R equivalent	1.45912170410156e-4	max_del_width
10	treestats	6.91413879394531e-6	max_del_width
10	R equivalent	7.20024108886719e-5	max_depth
10	treestats	5.60283660888672e-5	max_depth
10	R equivalent	7.20024108886719e-5	max_depth
10	treestats	8.10623168945312e-6	max_depth
10	R equivalent	7.00950622558594e-5	max_depth
10	treestats	5.96046447753906e-6	max_depth
10	R equivalent	6.38961791992188e-5	max_depth
10	treestats	6.91413879394531e-6	max_depth
10	R equivalent	6.60419464111328e-5	max_depth
10	treestats	6.91413879394531e-6	max_depth
10	R equivalent	6.50882720947266e-5	max_depth
10	treestats	6.91413879394531e-6	max_depth
10	R equivalent	6.91413879394531e-5	max_depth
10	treestats	6.91413879394531e-6	max_depth
10	R equivalent	6.60419464111328e-5	max_depth
10	treestats	6.91413879394531e-6	max_depth
10	R equivalent	7.10487365722656e-5	max_depth
10	treestats	6.91413879394531e-6	max_depth
10	R equivalent	7.48634338378906e-5	max_depth
10	treestats	6.91413879394531e-6	max_depth
10	R equivalent	1.13964080810547e-4	max_width
10	treestats	5.00679016113281e-5	max_width
10	R equivalent	1.03950500488281e-4	max_width
10	treestats	7.86781311035156e-6	max_width
10	R equivalent	1.04188919067383e-4	max_width
10	treestats	7.15255737304688e-6	max_width
10	R equivalent	9.51290130615234e-5	max_width
10	treestats	7.15255737304688e-6	max_width
10	R equivalent	1.01804733276367e-4	max_width
10	treestats	8.10623168945312e-6	max_width
10	R equivalent	1.02043151855469e-4	max_width
10	treestats	7.86781311035156e-6	max_width
10	R equivalent	1.05857849121094e-4	max_width
10	treestats	6.91413879394531e-6	max_width
10	R equivalent	1.02996826171875e-4	max_width
10	treestats	7.86781311035156e-6	max_width
10	R equivalent	1.08003616333008e-4	max_width
10	treestats	6.91413879394531e-6	max_width
10	R equivalent	1.1897087097168e-4	max_width
10	treestats	6.91413879394531e-6	max_width
10	R equivalent	1.97887420654297e-4	rogers
10	treestats	1.01089477539062e-4	rogers
10	R equivalent	1.51157379150391e-4	rogers
10	treestats	3.71932983398438e-5	rogers
10	R equivalent	1.46865844726562e-4	rogers
10	treestats	3.69548797607422e-5	rogers
10	R equivalent	1.30891799926758e-4	rogers
10	treestats	3.50475311279297e-5	rogers
10	R equivalent	1.37805938720703e-4	rogers
10	treestats	3.60012054443359e-5	rogers
10	R equivalent	1.28984451293945e-4	rogers
10	treestats	3.50475311279297e-5	rogers
10	R equivalent	1.32083892822266e-4	rogers
10	treestats	3.71932983398438e-5	rogers
10	R equivalent	1.33037567138672e-4	rogers
10	treestats	3.38554382324219e-5	rogers
10	R equivalent	1.33037567138672e-4	rogers
10	treestats	3.38554382324219e-5	rogers
10	R equivalent	1.45912170410156e-4	rogers
10	treestats	3.60012054443359e-5	rogers
10	R equivalent	2.61068344116211e-4	stairs2
10	treestats	9.29832458496094e-5	stairs2
10	R equivalent	1.84059143066406e-4	stairs2
10	treestats	3.48091125488281e-5	stairs2
10	R equivalent	1.74999237060547e-4	stairs2
10	treestats	3.50475311279297e-5	stairs2
10	R equivalent	1.69038772583008e-4	stairs2
10	treestats	3.40938568115234e-5	stairs2
10	R equivalent	1.678466796875e-4	stairs2
10	treestats	3.31401824951172e-5	stairs2
10	R equivalent	1.66893005371094e-4	stairs2
10	treestats	3.60012054443359e-5	stairs2
10	R equivalent	1.64031982421875e-4	stairs2
10	treestats	3.29017639160156e-5	stairs2
10	R equivalent	1.65939331054688e-4	stairs2
10	treestats	3.29017639160156e-5	stairs2
10	R equivalent	1.66893005371094e-4	stairs2
10	treestats	3.29017639160156e-5	stairs2
10	R equivalent	1.73091888427734e-4	stairs2
10	treestats	3.40938568115234e-5	stairs2
10	R equivalent	1.88112258911133e-4	tot_coph
10	treestats	6.00814819335938e-5	tot_coph
10	R equivalent	1.4805793762207e-4	tot_coph
10	treestats	4.1961669921875e-5	tot_coph
10	R equivalent	1.38044357299805e-4	tot_coph
10	treestats	4.1961669921875e-5	tot_coph
10	R equivalent	1.24931335449219e-4	tot_coph
10	treestats	3.88622283935547e-5	tot_coph
10	R equivalent	1.27077102661133e-4	tot_coph
10	treestats	3.69548797607422e-5	tot_coph
10	R equivalent	1.220703125e-4	tot_coph
10	treestats	3.60012054443359e-5	tot_coph
10	R equivalent	1.220703125e-4	tot_coph
10	treestats	3.60012054443359e-5	tot_coph
10	R equivalent	1.20162963867188e-4	tot_coph
10	treestats	3.60012054443359e-5	tot_coph
10	R equivalent	1.20162963867188e-4	tot_coph
10	treestats	3.60012054443359e-5	tot_coph
10	R equivalent	1.26123428344727e-4	tot_coph
10	treestats	3.71932983398438e-5	tot_coph
10	R equivalent	2.00986862182617e-4	var_leaf_depth
10	treestats	1.10864639282227e-4	var_leaf_depth
10	R equivalent	2.01940536499023e-4	var_leaf_depth
10	treestats	8.10623168945312e-6	var_leaf_depth
10	R equivalent	1.96933746337891e-4	var_leaf_depth
10	treestats	7.86781311035156e-6	var_leaf_depth
10	R equivalent	1.81913375854492e-4	var_leaf_depth
10	treestats	7.15255737304688e-6	var_leaf_depth
10	R equivalent	1.8000602722168e-4	var_leaf_depth
10	treestats	6.91413879394531e-6	var_leaf_depth
10	R equivalent	1.74045562744141e-4	var_leaf_depth
10	treestats	7.15255737304688e-6	var_leaf_depth
10	R equivalent	1.94072723388672e-4	var_leaf_depth
10	treestats	6.91413879394531e-6	var_leaf_depth
10	R equivalent	1.85966491699219e-4	var_leaf_depth
10	treestats	6.91413879394531e-6	var_leaf_depth
10	R equivalent	1.87873840332031e-4	var_leaf_depth
10	treestats	6.91413879394531e-6	var_leaf_depth
10	R equivalent	2.00033187866211e-4	var_leaf_depth
10	treestats	6.91413879394531e-6	var_leaf_depth
10	R equivalent	6.00814819335938e-4	sym_nodes
10	treestats	1.15156173706055e-4	sym_nodes
10	R equivalent	5.23090362548828e-4	sym_nodes
10	treestats	4.41074371337891e-5	sym_nodes
10	R equivalent	5.2189826965332e-4	sym_nodes
10	treestats	4.29153442382812e-5	sym_nodes
10	R equivalent	4.1508674621582e-4	sym_nodes
10	treestats	4.10079956054688e-5	sym_nodes
10	R equivalent	4.75883483886719e-4	sym_nodes
10	treestats	4.29153442382812e-5	sym_nodes
10	R equivalent	4.5013427734375e-4	sym_nodes
10	treestats	4.10079956054688e-5	sym_nodes
10	R equivalent	4.73976135253906e-4	sym_nodes
10	treestats	4.22000885009766e-5	sym_nodes
10	R equivalent	4.53948974609375e-4	sym_nodes
10	treestats	4.31537628173828e-5	sym_nodes
10	R equivalent	5.18798828125e-4	sym_nodes
10	treestats	4.50611114501953e-5	sym_nodes
10	R equivalent	5.46932220458984e-4	sym_nodes
10	treestats	4.38690185546875e-5	sym_nodes
10	R equivalent	1.75952911376953e-4	mpd
10	treestats	2.18868255615234e-4	mpd
10	R equivalent	0.00250792503356934	mpd
10	treestats	2.50339508056641e-5	mpd
10	R equivalent	8.20159912109375e-5	mpd
10	treestats	1.69277191162109e-5	mpd
10	R equivalent	7.51018524169922e-5	mpd
