ntips	method	time	treestatsfunction
27	R equivalent	3.85046005249023e-4	mw_over_md
27	treestats	1.31130218505859e-5	mw_over_md
27	R equivalent	3.74794006347656e-4	mw_over_md
27	treestats	7.15255737304688e-6	mw_over_md
27	R equivalent	3.509521484375e-4	mw_over_md
27	treestats	7.86781311035156e-6	mw_over_md
27	R equivalent	3.41892242431641e-4	mw_over_md
27	treestats	8.10623168945312e-6	mw_over_md
27	R equivalent	3.70979309082031e-4	mw_over_md
27	treestats	7.15255737304688e-6	mw_over_md
27	R equivalent	3.44038009643555e-4	mw_over_md
27	treestats	1.00135803222656e-5	mw_over_md
27	R equivalent	3.6311149597168e-4	mw_over_md
27	treestats	7.15255737304688e-6	mw_over_md
27	R equivalent	3.47137451171875e-4	mw_over_md
27	treestats	6.19888305664062e-6	mw_over_md
27	R equivalent	3.5405158996582e-4	mw_over_md
27	treestats	6.91413879394531e-6	mw_over_md
27	R equivalent	3.7384033203125e-4	mw_over_md
27	treestats	7.15255737304688e-6	mw_over_md
27	R equivalent	3.88145446777344e-4	colless_quad
27	treestats	8.79764556884766e-5	colless_quad
27	R equivalent	3.66926193237305e-4	colless_quad
27	treestats	6.69956207275391e-5	colless_quad
27	R equivalent	3.61919403076172e-4	colless_quad
27	treestats	6.79492950439453e-5	colless_quad
27	R equivalent	3.56197357177734e-4	colless_quad
27	treestats	6.69956207275391e-5	colless_quad
27	R equivalent	3.60965728759766e-4	colless_quad
27	treestats	7.00950622558594e-5	colless_quad
27	R equivalent	3.61919403076172e-4	colless_quad
27	treestats	6.69956207275391e-5	colless_quad
27	R equivalent	3.58819961547852e-4	colless_quad
27	treestats	6.69956207275391e-5	colless_quad
27	R equivalent	3.47137451171875e-4	colless_quad
27	treestats	6.58035278320312e-5	colless_quad
27	R equivalent	3.55958938598633e-4	colless_quad
27	treestats	6.89029693603516e-5	colless_quad
27	R equivalent	3.6311149597168e-4	colless_quad
27	treestats	6.69956207275391e-5	colless_quad
27	R equivalent	3.65018844604492e-4	colless_corr
27	treestats	7.48634338378906e-5	colless_corr
27	R equivalent	3.71932983398438e-4	colless_corr
27	treestats	6.89029693603516e-5	colless_corr
27	R equivalent	3.7693977355957e-4	colless_corr
27	treestats	6.91413879394531e-5	colless_corr
27	R equivalent	3.77178192138672e-4	colless_corr
27	treestats	6.91413879394531e-5	colless_corr
27	R equivalent	3.84092330932617e-4	colless_corr
27	treestats	6.91413879394531e-5	colless_corr
27	R equivalent	3.70025634765625e-4	colless_corr
27	treestats	6.89029693603516e-5	colless_corr
27	R equivalent	3.78131866455078e-4	colless_corr
27	treestats	6.60419464111328e-5	colless_corr
27	R equivalent	3.65018844604492e-4	colless_corr
27	treestats	7.00950622558594e-5	colless_corr
27	R equivalent	3.7693977355957e-4	colless_corr
27	treestats	7.10487365722656e-5	colless_corr
27	R equivalent	3.68833541870117e-4	colless_corr
27	treestats	6.79492950439453e-5	colless_corr
27	R equivalent	0.00171208381652832	minmax_adj
27	treestats	2.29835510253906e-4	minmax_adj
27	R equivalent	0.00136494636535645	minmax_adj
27	treestats	2.18868255615234e-4	minmax_adj
27	R equivalent	0.00130987167358398	minmax_adj
27	treestats	2.15768814086914e-4	minmax_adj
27	R equivalent	0.00128293037414551	minmax_adj
27	treestats	2.26020812988281e-4	minmax_adj
27	R equivalent	0.00135302543640137	minmax_adj
27	treestats	2.19106674194336e-4	minmax_adj
27	R equivalent	0.00127696990966797	minmax_adj
27	treestats	2.12907791137695e-4	minmax_adj
27	R equivalent	0.00132107734680176	minmax_adj
27	treestats	2.16007232666016e-4	minmax_adj
27	R equivalent	0.00129199028015137	minmax_adj
27	treestats	2.16960906982422e-4	minmax_adj
27	R equivalent	0.00130605697631836	minmax_adj
27	treestats	2.10046768188477e-4	minmax_adj
27	R equivalent	0.00132489204406738	minmax_adj
27	treestats	2.07901000976562e-4	minmax_adj
27	R equivalent	9.23871994018555e-4	minmax_laplace
27	treestats	2.29120254516602e-4	minmax_laplace
27	R equivalent	9.3388557434082e-4	minmax_laplace
27	treestats	2.26020812988281e-4	minmax_laplace
27	R equivalent	9.20772552490234e-4	minmax_laplace
27	treestats	2.23875045776367e-4	minmax_laplace
27	R equivalent	9.05990600585938e-4	minmax_laplace
27	treestats	2.23159790039062e-4	minmax_laplace
27	R equivalent	8.95023345947266e-4	minmax_laplace
27	treestats	2.17914581298828e-4	minmax_laplace
27	R equivalent	8.92877578735352e-4	minmax_laplace
27	treestats	2.1815299987793e-4	minmax_laplace
27	R equivalent	9.00030136108398e-4	minmax_laplace
27	treestats	2.14815139770508e-4	minmax_laplace
27	R equivalent	9.1099739074707e-4	minmax_laplace
27	treestats	2.13861465454102e-4	minmax_laplace
27	R equivalent	9.28878784179688e-4	minmax_laplace
27	treestats	2.17914581298828e-4	minmax_laplace
27	R equivalent	8.93115997314453e-4	minmax_laplace
27	treestats	2.16007232666016e-4	minmax_laplace
46	R equivalent	3.31401824951172e-5	gamma
46	treestats	6.69956207275391e-5	gamma
46	R equivalent	1.47819519042969e-5	gamma
46	treestats	3.69548797607422e-5	gamma
46	R equivalent	1.31130218505859e-5	gamma
46	treestats	3.31401824951172e-5	gamma
46	R equivalent	2.09808349609375e-5	gamma
46	treestats	3.29017639160156e-5	gamma
46	R equivalent	1.28746032714844e-5	gamma
46	treestats	3.09944152832031e-5	gamma
46	R equivalent	1.12056732177734e-5	gamma
46	treestats	3.00407409667969e-5	gamma
46	R equivalent	1.19209289550781e-5	gamma
46	treestats	3.12328338623047e-5	gamma
46	R equivalent	1.69277191162109e-5	gamma
46	treestats	3.00407409667969e-5	gamma
46	R equivalent	1.21593475341797e-5	gamma
46	treestats	3.00407409667969e-5	gamma
46	R equivalent	1.09672546386719e-5	gamma
46	treestats	3.21865081787109e-5	gamma
46	R equivalent	3.3879280090332e-4	sackin
46	treestats	1.23023986816406e-4	sackin
46	R equivalent	3.38077545166016e-4	sackin
46	treestats	1.05142593383789e-4	sackin
46	R equivalent	3.17811965942383e-4	sackin
46	treestats	1.06096267700195e-4	sackin
46	R equivalent	3.17096710205078e-4	sackin
46	treestats	1.08003616333008e-4	sackin
46	R equivalent	3.1590461730957e-4	sackin
46	treestats	1.02996826171875e-4	sackin
46	R equivalent	3.19004058837891e-4	sackin
46	treestats	1.02996826171875e-4	sackin
46	R equivalent	3.13043594360352e-4	sackin
46	treestats	1.05142593383789e-4	sackin
46	R equivalent	3.13997268676758e-4	sackin
46	treestats	1.02043151855469e-4	sackin
46	R equivalent	3.17096710205078e-4	sackin
46	treestats	1.04904174804688e-4	sackin
46	R equivalent	3.2496452331543e-4	sackin
46	treestats	1.08957290649414e-4	sackin
46	R equivalent	2.50339508056641e-5	colless
46	treestats	1.14202499389648e-4	colless
46	R equivalent	1.19209289550781e-5	colless
46	treestats	1.06096267700195e-4	colless
46	R equivalent	1.19209289550781e-5	colless
46	treestats	1.04904174804688e-4	colless
46	R equivalent	1.40666961669922e-5	colless
46	treestats	1.05142593383789e-4	colless
46	R equivalent	1.09672546386719e-5	colless
46	treestats	1.07049942016602e-4	colless
46	R equivalent	1.09672546386719e-5	colless
46	treestats	1.06096267700195e-4	colless
46	R equivalent	1.09672546386719e-5	colless
46	treestats	1.03950500488281e-4	colless
46	R equivalent	1.28746032714844e-5	colless
46	treestats	1.07049942016602e-4	colless
46	R equivalent	1.00135803222656e-5	colless
46	treestats	1.06096267700195e-4	colless
46	R equivalent	1.00135803222656e-5	colless
46	treestats	1.00851058959961e-4	colless
46	R equivalent	0.0103499889373779	beta
46	treestats	2.12907791137695e-4	beta
46	R equivalent	0.0113401412963867	beta
46	treestats	2.04086303710938e-4	beta
46	R equivalent	0.0114820003509521	beta
46	treestats	2.0289421081543e-4	beta
46	R equivalent	0.0108120441436768	beta
46	treestats	1.89065933227539e-4	beta
46	R equivalent	0.0130228996276855	beta
46	treestats	2.18868255615234e-4	beta
46	R equivalent	0.0113620758056641	beta
46	treestats	2.04086303710938e-4	beta
46	R equivalent	0.0112729072570801	beta
46	treestats	1.95026397705078e-4	beta
46	R equivalent	0.0109548568725586	beta
46	treestats	1.83820724487305e-4	beta
46	R equivalent	0.0117387771606445	beta
46	treestats	1.99794769287109e-4	beta
46	R equivalent	0.0132870674133301	beta
46	treestats	1.95980072021484e-4	beta
46	R equivalent	5.06877899169922e-4	blum
46	treestats	1.34944915771484e-4	blum
46	R equivalent	4.58002090454102e-4	blum
46	treestats	1.13010406494141e-4	blum
46	R equivalent	4.9901008605957e-4	blum
46	treestats	1.15871429443359e-4	blum
46	R equivalent	4.88042831420898e-4	blum
46	treestats	1.23977661132812e-4	blum
46	R equivalent	5.27143478393555e-4	blum
46	treestats	1.46150588989258e-4	blum
46	R equivalent	5.0806999206543e-4	blum
46	treestats	1.24931335449219e-4	blum
46	R equivalent	5.22136688232422e-4	blum
46	treestats	1.27077102661133e-4	blum
46	R equivalent	5.6004524230957e-4	blum
46	treestats	1.30176544189453e-4	blum
46	R equivalent	5.0806999206543e-4	blum
46	treestats	1.23977661132812e-4	blum
46	R equivalent	5.09977340698242e-4	blum
46	treestats	1.30891799926758e-4	blum
46	R equivalent	1.12056732177734e-4	crown_age
46	treestats	1.59740447998047e-5	crown_age
46	R equivalent	5.91278076171875e-5	crown_age
46	treestats	8.10623168945312e-6	crown_age
46	R equivalent	5.19752502441406e-5	crown_age
46	treestats	6.91413879394531e-6	crown_age
46	R equivalent	5.38825988769531e-5	crown_age
46	treestats	9.05990600585938e-6	crown_age
46	R equivalent	4.81605529785156e-5	crown_age
46	treestats	6.91413879394531e-6	crown_age
46	R equivalent	4.50611114501953e-5	crown_age
46	treestats	5.96046447753906e-6	crown_age
46	R equivalent	5.38825988769531e-5	crown_age
46	treestats	6.91413879394531e-6	crown_age
46	R equivalent	4.79221343994141e-5	crown_age
46	treestats	6.91413879394531e-6	crown_age
46	R equivalent	4.60147857666016e-5	crown_age
46	treestats	6.19888305664062e-6	crown_age
46	R equivalent	4.69684600830078e-5	crown_age
46	treestats	8.10623168945312e-6	crown_age
46	R equivalent	2.90870666503906e-5	tree_height
46	treestats	1.19209289550781e-5	tree_height
46	R equivalent	2.00271606445312e-5	tree_height
46	treestats	8.10623168945312e-6	tree_height
46	R equivalent	1.97887420654297e-5	tree_height
46	treestats	7.15255737304688e-6	tree_height
46	R equivalent	1.88350677490234e-5	tree_height
46	treestats	9.05990600585938e-6	tree_height
46	R equivalent	1.9073486328125e-5	tree_height
46	treestats	9.05990600585938e-6	tree_height
46	R equivalent	1.97887420654297e-5	tree_height
46	treestats	9.05990600585938e-6	tree_height
46	R equivalent	1.81198120117188e-5	tree_height
46	treestats	6.91413879394531e-6	tree_height
46	R equivalent	1.78813934326172e-5	tree_height
46	treestats	7.15255737304688e-6	tree_height
46	R equivalent	1.78813934326172e-5	tree_height
46	treestats	9.05990600585938e-6	tree_height
46	R equivalent	2.00271606445312e-5	tree_height
46	treestats	9.05990600585938e-6	tree_height
46	R equivalent	0.00102400779724121	nLTT
46	treestats	7.10487365722656e-5	nLTT
46	R equivalent	8.64028930664062e-4	nLTT
46	treestats	5.7220458984375e-5	nLTT
46	R equivalent	9.46998596191406e-4	nLTT
46	treestats	1.06096267700195e-4	nLTT
46	R equivalent	9.74178314208984e-4	nLTT
46	treestats	6.41345977783203e-5	nLTT
46	R equivalent	8.89778137207031e-4	nLTT
46	treestats	6.69956207275391e-5	nLTT
46	R equivalent	8.94069671630859e-4	nLTT
46	treestats	6.00814819335938e-5	nLTT
46	R equivalent	0.00101494789123535	nLTT
46	treestats	7.51018524169922e-5	nLTT
46	R equivalent	8.20159912109375e-4	nLTT
46	treestats	5.91278076171875e-5	nLTT
46	R equivalent	8.85963439941406e-4	nLTT
46	treestats	5.60283660888672e-5	nLTT
46	R equivalent	8.4996223449707e-4	nLTT
46	treestats	5.79357147216797e-5	nLTT
46	R equivalent	8.83102416992188e-4	ladder
46	treestats	1.29938125610352e-4	ladder
46	R equivalent	5.93185424804688e-4	ladder
46	treestats	1.1897087097168e-4	ladder
46	R equivalent	6.14166259765625e-4	ladder
46	treestats	1.59025192260742e-4	ladder
46	R equivalent	8.4996223449707e-4	ladder
46	treestats	1.48773193359375e-4	ladder
46	R equivalent	6.57081604003906e-4	ladder
46	treestats	1.19924545288086e-4	ladder
46	R equivalent	5.68151473999023e-4	ladder
46	treestats	1.19924545288086e-4	ladder
46	R equivalent	5.80072402954102e-4	ladder
46	treestats	1.1897087097168e-4	ladder
46	R equivalent	5.5384635925293e-4	ladder
46	treestats	1.21831893920898e-4	ladder
46	R equivalent	6.02960586547852e-4	ladder
46	treestats	1.20878219604492e-4	ladder
46	R equivalent	5.68151473999023e-4	ladder
46	treestats	1.19924545288086e-4	ladder
46	R equivalent	5.57899475097656e-4	max_ladder
46	treestats	1.23977661132812e-4	max_ladder
46	R equivalent	5.73873519897461e-4	max_ladder
46	treestats	1.18017196655273e-4	max_ladder
46	R equivalent	5.64098358154297e-4	max_ladder
46	treestats	1.28984451293945e-4	max_ladder
46	R equivalent	5.40971755981445e-4	max_ladder
46	treestats	1.33037567138672e-4	max_ladder
46	R equivalent	5.76019287109375e-4	max_ladder
46	treestats	1.24931335449219e-4	max_ladder
46	R equivalent	5.60998916625977e-4	max_ladder
46	treestats	1.220703125e-4	max_ladder
46	R equivalent	5.8293342590332e-4	max_ladder
46	treestats	1.21831893920898e-4	max_ladder
46	R equivalent	5.46932220458984e-4	max_ladder
46	treestats	1.42097473144531e-4	max_ladder
46	R equivalent	5.77926635742188e-4	max_ladder
46	treestats	1.21831893920898e-4	max_ladder
46	R equivalent	5.83171844482422e-4	max_ladder
46	treestats	1.29938125610352e-4	max_ladder
46	R equivalent	7.42912292480469e-4	cherries
46	treestats	1.4185905456543e-4	cherries
46	R equivalent	6.58035278320312e-4	cherries
46	treestats	1.20878219604492e-4	cherries
46	R equivalent	6.68048858642578e-4	cherries
46	treestats	1.33037567138672e-4	cherries
46	R equivalent	6.34908676147461e-4	cherries
46	treestats	1.19924545288086e-4	cherries
46	R equivalent	6.58035278320312e-4	cherries
46	treestats	1.19924545288086e-4	cherries
46	R equivalent	6.30855560302734e-4	cherries
46	treestats	1.21116638183594e-4	cherries
46	R equivalent	6.57796859741211e-4	cherries
46	treestats	1.220703125e-4	cherries
46	R equivalent	6.28948211669922e-4	cherries
46	treestats	1.16109848022461e-4	cherries
46	R equivalent	6.4396858215332e-4	cherries
46	treestats	1.18017196655273e-4	cherries
46	R equivalent	6.41107559204102e-4	cherries
46	treestats	1.16825103759766e-4	cherries
46	R equivalent	5.15937805175781e-4	ILnumber
46	treestats	2.09808349609375e-5	ILnumber
46	R equivalent	4.87089157104492e-4	ILnumber
46	treestats	8.10623168945312e-6	ILnumber
46	R equivalent	4.86850738525391e-4	ILnumber
46	treestats	1.00135803222656e-5	ILnumber
46	R equivalent	4.92095947265625e-4	ILnumber
46	treestats	8.10623168945312e-6	ILnumber
46	R equivalent	4.81843948364258e-4	ILnumber
46	treestats	9.05990600585938e-6	ILnumber
46	R equivalent	4.94003295898438e-4	ILnumber
46	treestats	1.09672546386719e-5	ILnumber
46	R equivalent	4.83989715576172e-4	ILnumber
46	treestats	1.00135803222656e-5	ILnumber
46	R equivalent	4.78982925415039e-4	ILnumber
46	treestats	7.86781311035156e-6	ILnumber
46	R equivalent	5.21183013916016e-4	ILnumber
46	treestats	1.09672546386719e-5	ILnumber
46	R equivalent	5.1116943359375e-4	ILnumber
46	treestats	8.10623168945312e-6	ILnumber
46	R equivalent	6.84976577758789e-4	pitchforks
46	treestats	2.69412994384766e-5	pitchforks
46	R equivalent	6.61134719848633e-4	pitchforks
46	treestats	1.00135803222656e-5	pitchforks
46	R equivalent	6.58988952636719e-4	pitchforks
46	treestats	1.09672546386719e-5	pitchforks
46	R equivalent	6.48975372314453e-4	pitchforks
46	treestats	9.05990600585938e-6	pitchforks
46	R equivalent	6.70194625854492e-4	pitchforks
46	treestats	1.00135803222656e-5	pitchforks
46	R equivalent	7.77006149291992e-4	pitchforks
46	treestats	3.00407409667969e-5	pitchforks
46	R equivalent	6.43014907836914e-4	pitchforks
46	treestats	1.59740447998047e-5	pitchforks
46	R equivalent	6.17027282714844e-4	pitchforks
46	treestats	1.28746032714844e-5	pitchforks
46	R equivalent	6.07013702392578e-4	pitchforks
46	treestats	9.05990600585938e-6	pitchforks
46	R equivalent	6.88791275024414e-4	pitchforks
46	treestats	2.40802764892578e-5	pitchforks
46	R equivalent	5.66005706787109e-4	stairs1
46	treestats	1.28984451293945e-4	stairs1
46	R equivalent	4.67777252197266e-4	stairs1
46	treestats	1.13964080810547e-4	stairs1
46	R equivalent	4.58002090454102e-4	stairs1
46	treestats	1.21116638183594e-4	stairs1
46	R equivalent	6.44922256469727e-4	stairs1
46	treestats	1.23023986816406e-4	stairs1
46	R equivalent	4.53948974609375e-4	stairs1
46	treestats	1.26123428344727e-4	stairs1
46	R equivalent	4.80890274047852e-4	stairs1
46	treestats	1.1897087097168e-4	stairs1
46	R equivalent	4.28199768066406e-4	stairs1
46	treestats	1.07049942016602e-4	stairs1
46	R equivalent	4.22000885009766e-4	stairs1
46	treestats	1.06096267700195e-4	stairs1
46	R equivalent	4.48942184448242e-4	stairs1
46	treestats	1.15156173706055e-4	stairs1
46	R equivalent	4.59909439086914e-4	stairs1
46	treestats	1.12056732177734e-4	stairs1
46	R equivalent	0.0123100280761719	laplacian_spectrum
46	treestats	0.00728988647460938	laplacian_spectrum
46	R equivalent	0.0109000205993652	laplacian_spectrum
46	treestats	0.00768804550170898	laplacian_spectrum
46	R equivalent	0.010483980178833	laplacian_spectrum
46	treestats	0.00700783729553223	laplacian_spectrum
46	R equivalent	0.0121700763702393	laplacian_spectrum
46	treestats	0.00762104988098145	laplacian_spectrum
46	R equivalent	0.0244901180267334	laplacian_spectrum
46	treestats	0.00718998908996582	laplacian_spectrum
46	R equivalent	0.010699987411499	laplacian_spectrum
46	treestats	0.00730085372924805	laplacian_spectrum
46	R equivalent	0.0102009773254395	laplacian_spectrum
46	treestats	0.00713300704956055	laplacian_spectrum
46	R equivalent	0.0101258754730225	laplacian_spectrum
46	treestats	0.00681805610656738	laplacian_spectrum
46	R equivalent	0.0104820728302002	laplacian_spectrum
46	treestats	0.007537841796875	laplacian_spectrum
46	R equivalent	0.0103709697723389	laplacian_spectrum
46	treestats	0.00694108009338379	laplacian_spectrum
46	R equivalent	0.00220704078674316	j_one
46	treestats	1.39951705932617e-4	j_one
46	R equivalent	0.00211000442504883	j_one
46	treestats	1.220703125e-4	j_one
46	R equivalent	0.00205588340759277	j_one
46	treestats	1.16109848022461e-4	j_one
46	R equivalent	0.00209903717041016	j_one
46	treestats	1.12056732177734e-4	j_one
46	R equivalent	0.00206708908081055	j_one
46	treestats	1.27077102661133e-4	j_one
46	R equivalent	0.00216102600097656	j_one
46	treestats	1.35898590087891e-4	j_one
46	R equivalent	0.0132949352264404	j_one
46	treestats	1.49965286254883e-4	j_one
46	R equivalent	0.00228214263916016	j_one
46	treestats	1.26838684082031e-4	j_one
46	R equivalent	0.00206708908081055	j_one
46	treestats	1.12056732177734e-4	j_one
46	R equivalent	0.0020442008972168	j_one
46	treestats	1.22785568237305e-4	j_one
46	R equivalent	4.41074371337891e-4	B1
46	treestats	1.19924545288086e-4	B1
46	R equivalent	4.06980514526367e-4	B1
46	treestats	1.12056732177734e-4	B1
46	R equivalent	3.97920608520508e-4	B1
46	treestats	1.03950500488281e-4	B1
46	R equivalent	3.80992889404297e-4	B1
46	treestats	1.08003616333008e-4	B1
46	R equivalent	4.16994094848633e-4	B1
46	treestats	1.49965286254883e-4	B1
46	R equivalent	4.3487548828125e-4	B1
46	treestats	1.0991096496582e-4	B1
46	R equivalent	3.94105911254883e-4	B1
46	treestats	1.08003616333008e-4	B1
46	R equivalent	3.8599967956543e-4	B1
46	treestats	1.06096267700195e-4	B1
46	R equivalent	4.01973724365234e-4	B1
46	treestats	1.08003616333008e-4	B1
46	R equivalent	4.07934188842773e-4	B1
46	treestats	1.12056732177734e-4	B1
46	R equivalent	4.52041625976562e-4	B2
46	treestats	1.20878219604492e-4	B2
46	R equivalent	4.70876693725586e-4	B2
46	treestats	1.13964080810547e-4	B2
46	R equivalent	4.57048416137695e-4	B2
46	treestats	1.08003616333008e-4	B2
46	R equivalent	4.07218933105469e-4	B2
46	treestats	1.0991096496582e-4	B2
46	R equivalent	4.15802001953125e-4	B2
46	treestats	1.10149383544922e-4	B2
46	R equivalent	4.16040420532227e-4	B2
46	treestats	1.41143798828125e-4	B2
46	R equivalent	4.38928604125977e-4	B2
46	treestats	1.04904174804688e-4	B2
46	R equivalent	4.06980514526367e-4	B2
46	treestats	1.04904174804688e-4	B2
46	R equivalent	3.91960144042969e-4	B2
46	treestats	1.08003616333008e-4	B2
46	R equivalent	3.96966934204102e-4	B2
46	treestats	1.06096267700195e-4	B2
46	R equivalent	8.2707405090332e-4	area_per_pair
46	treestats	2.47001647949219e-4	area_per_pair
46	R equivalent	9.54151153564453e-4	area_per_pair
46	treestats	2.47955322265625e-4	area_per_pair
46	R equivalent	8.38994979858398e-4	area_per_pair
46	treestats	2.23159790039062e-4	area_per_pair
46	R equivalent	7.65085220336914e-4	area_per_pair
46	treestats	2.07901000976562e-4	area_per_pair
46	R equivalent	7.58171081542969e-4	area_per_pair
46	treestats	2.06947326660156e-4	area_per_pair
46	R equivalent	7.94887542724609e-4	area_per_pair
46	treestats	2.87055969238281e-4	area_per_pair
46	R equivalent	8.87870788574219e-4	area_per_pair
46	treestats	2.30073928833008e-4	area_per_pair
46	R equivalent	7.61985778808594e-4	area_per_pair
46	treestats	2.11954116821289e-4	area_per_pair
46	R equivalent	7.51972198486328e-4	area_per_pair
46	treestats	2.14099884033203e-4	area_per_pair
46	R equivalent	7.59124755859375e-4	area_per_pair
46	treestats	2.11000442504883e-4	area_per_pair
46	R equivalent	3.95059585571289e-4	average_leaf_depth
46	treestats	1.12056732177734e-4	average_leaf_depth
46	R equivalent	3.75986099243164e-4	average_leaf_depth
46	treestats	1.07049942016602e-4	average_leaf_depth
46	R equivalent	3.89814376831055e-4	average_leaf_depth
46	treestats	1.03950500488281e-4	average_leaf_depth
46	R equivalent	3.71932983398438e-4	average_leaf_depth
46	treestats	1.04904174804688e-4	average_leaf_depth
46	R equivalent	3.75032424926758e-4	average_leaf_depth
46	treestats	1.06096267700195e-4	average_leaf_depth
46	R equivalent	3.84092330932617e-4	average_leaf_depth
46	treestats	1.07049942016602e-4	average_leaf_depth
46	R equivalent	3.84092330932617e-4	average_leaf_depth
46	treestats	1.03950500488281e-4	average_leaf_depth
46	R equivalent	3.72171401977539e-4	average_leaf_depth
46	treestats	1.06096267700195e-4	average_leaf_depth
46	R equivalent	3.662109375e-4	average_leaf_depth
46	treestats	1.02996826171875e-4	average_leaf_depth
46	R equivalent	3.71932983398438e-4	average_leaf_depth
46	treestats	1.04904174804688e-4	average_leaf_depth
46	R equivalent	4.23908233642578e-4	mean_I
46	treestats	1.15156173706055e-4	mean_I
46	R equivalent	4.27961349487305e-4	mean_I
46	treestats	1.0991096496582e-4	mean_I
46	R equivalent	4.20093536376953e-4	mean_I
46	treestats	1.04188919067383e-4	mean_I
46	R equivalent	3.96966934204102e-4	mean_I
46	treestats	1.03950500488281e-4	mean_I
46	R equivalent	3.96013259887695e-4	mean_I
46	treestats	1.03950500488281e-4	mean_I
46	R equivalent	3.93867492675781e-4	mean_I
46	treestats	1.02996826171875e-4	mean_I
46	R equivalent	4.02927398681641e-4	mean_I
46	treestats	1.05857849121094e-4	mean_I
46	R equivalent	3.95059585571289e-4	mean_I
46	treestats	1.04188919067383e-4	mean_I
46	R equivalent	3.90052795410156e-4	mean_I
46	treestats	1.02996826171875e-4	mean_I
46	R equivalent	4.01020050048828e-4	mean_I
46	treestats	1.02043151855469e-4	mean_I
46	R equivalent	6.98089599609375e-4	ew_Colless
46	treestats	1.12056732177734e-4	ew_Colless
46	R equivalent	6.7591667175293e-4	ew_Colless
46	treestats	1.02996826171875e-4	ew_Colless
46	R equivalent	7.00950622558594e-4	ew_Colless
46	treestats	1.08003616333008e-4	ew_Colless
46	R equivalent	6.87122344970703e-4	ew_Colless
46	treestats	1.08003616333008e-4	ew_Colless
46	R equivalent	7.02857971191406e-4	ew_Colless
46	treestats	1.17778778076172e-4	ew_Colless
46	R equivalent	6.86168670654297e-4	ew_Colless
46	treestats	1.08003616333008e-4	ew_Colless
46	R equivalent	7.60078430175781e-4	ew_Colless
46	treestats	1.12056732177734e-4	ew_Colless
46	R equivalent	6.91890716552734e-4	ew_Colless
46	treestats	1.07049942016602e-4	ew_Colless
46	R equivalent	6.89983367919922e-4	ew_Colless
46	treestats	1.08003616333008e-4	ew_Colless
46	R equivalent	6.85930252075195e-4	ew_Colless
46	treestats	1.08957290649414e-4	ew_Colless
46	R equivalent	4.32014465332031e-4	max_del_width
46	treestats	2.31266021728516e-5	max_del_width
46	R equivalent	3.60012054443359e-4	max_del_width
46	treestats	1.09672546386719e-5	max_del_width
46	R equivalent	3.77893447875977e-4	max_del_width
46	treestats	8.82148742675781e-6	max_del_width
46	R equivalent	3.40938568115234e-4	max_del_width
46	treestats	8.10623168945312e-6	max_del_width
46	R equivalent	3.52144241333008e-4	max_del_width
46	treestats	8.10623168945312e-6	max_del_width
46	R equivalent	3.46183776855469e-4	max_del_width
46	treestats	9.05990600585938e-6	max_del_width
46	R equivalent	3.71932983398438e-4	max_del_width
46	treestats	8.82148742675781e-6	max_del_width
46	R equivalent	3.36885452270508e-4	max_del_width
46	treestats	1.09672546386719e-5	max_del_width
46	R equivalent	3.44038009643555e-4	max_del_width
46	treestats	8.10623168945312e-6	max_del_width
46	R equivalent	3.51905822753906e-4	max_del_width
46	treestats	7.86781311035156e-6	max_del_width
46	R equivalent	2.76803970336914e-4	max_depth
46	treestats	1.50203704833984e-5	max_depth
46	R equivalent	2.67982482910156e-4	max_depth
46	treestats	8.10623168945312e-6	max_depth
46	R equivalent	2.80141830444336e-4	max_depth
46	treestats	1.00135803222656e-5	max_depth
46	R equivalent	2.56061553955078e-4	max_depth
46	treestats	1.00135803222656e-5	max_depth
46	R equivalent	2.57968902587891e-4	max_depth
46	treestats	6.91413879394531e-6	max_depth
46	R equivalent	2.62022018432617e-4	max_depth
46	treestats	8.10623168945312e-6	max_depth
46	R equivalent	2.66790390014648e-4	max_depth
46	treestats	7.15255737304688e-6	max_depth
46	R equivalent	2.61068344116211e-4	max_depth
46	treestats	7.86781311035156e-6	max_depth
46	R equivalent	2.77996063232422e-4	max_depth
46	treestats	8.10623168945312e-6	max_depth
46	R equivalent	2.6702880859375e-4	max_depth
46	treestats	7.86781311035156e-6	max_depth
46	R equivalent	3.29017639160156e-4	max_width
46	treestats	1.50203704833984e-5	max_width
46	R equivalent	3.27825546264648e-4	max_width
46	treestats	8.10623168945312e-6	max_width
46	R equivalent	3.41176986694336e-4	max_width
46	treestats	8.10623168945312e-6	max_width
46	R equivalent	3.17096710205078e-4	max_width
46	treestats	7.86781311035156e-6	max_width
46	R equivalent	3.69787216186523e-4	max_width
46	treestats	8.10623168945312e-6	max_width
46	R equivalent	3.17096710205078e-4	max_width
46	treestats	6.91413879394531e-6	max_width
46	R equivalent	3.19957733154297e-4	max_width
46	treestats	7.86781311035156e-6	max_width
46	R equivalent	3.11851501464844e-4	max_width
46	treestats	7.86781311035156e-6	max_width
46	R equivalent	3.04937362670898e-4	max_width
46	treestats	9.05990600585938e-6	max_width
46	R equivalent	3.18050384521484e-4	max_width
46	treestats	1.09672546386719e-5	max_width
46	R equivalent	4.3797492980957e-4	rogers
46	treestats	1.32083892822266e-4	rogers
46	R equivalent	3.78847122192383e-4	rogers
46	treestats	1.07049942016602e-4	rogers
